campaign_id,start_date,end_date,duration_days,channel,segment,objective,product,region,ab_group,budget,impressions,clicks,ctr,conversions,cvr,revenue,roi,cpc,cpa,success
CAMP01955,2024-11-03,2024-11-20,17,PPC,New Customers,Upsell,Fashion,Central,A,226712,64155,23282,36.29,1569,6.74,4904277,2063.22,9.74,144.49,True
CAMP01956,2024-04-02,2024-04-12,10,Social Media,At-Risk,Conversion,Fashion,East,B,377613,296909,62413,21.02,2332,3.74,4110176,988.46,6.05,161.93,True
CAMP01957,2024-02-15,2024-04-08,53,SMS,Dormant,Upsell,Food & Beverage,North,B,337644,862415,284261,32.96,11868,4.18,53514328,15749.33,1.19,28.45,True
CAMP01958,2022-11-12,2022-12-14,32,Email,Returning,Retention,Sports,West,A,177635,198390,49703,25.05,2547,5.12,8741743,4821.18,3.57,69.74,True
CAMP01959,2022-10-11,2022-10-21,10,Social Media,Dormant,Conversion,Home & Living,West,A,196556,180516,27798,15.4,761,2.74,844933,329.87,7.07,258.29,True
CAMP01960,2024-04-13,2024-06-02,50,Social Media,New Customers,Conversion,Home & Living,North,B,160554,131949,30304,22.97,1237,4.08,4952462,2984.61,5.3,129.79,True
CAMP01961,2022-11-10,2022-12-30,50,Social Media,At-Risk,Brand Awareness,Food & Beverage,Central,A,364405,356731,54749,15.35,1493,2.73,5590173,1434.05,6.66,244.08,True
CAMP01962,2024-05-10,2024-05-20,10,Social Media,Premium,Conversion,Sports,Central,A,356700,243205,48223,19.83,1699,3.53,8413613,2258.74,7.4,209.95,True
CAMP01963,2023-05-30,2023-07-27,58,PPC,Dormant,Conversion,Home & Living,Central,B,61417,14229,5370,37.74,376,7.01,857644,1296.43,11.44,163.34,True
CAMP01964,2022-04-24,2022-05-20,26,PPC,New Customers,Upsell,Home & Living,South,A,243565,83281,29815,35.8,1982,6.65,4122237,1592.46,8.17,122.89,True
CAMP01965,2023-02-04,2023-03-05,29,PPC,New Customers,Brand Awareness,Food & Beverage,Central,A,450849,143315,43295,30.21,2429,5.61,8789660,1849.58,10.41,185.61,True
CAMP01966,2023-01-26,2023-02-02,7,PPC,Returning,Conversion,Home & Living,West,A,356802,99860,29835,29.88,1655,5.55,4703800,1218.32,11.96,215.59,True
CAMP01967,2024-10-02,2024-10-12,10,SMS,Returning,Brand Awareness,Food & Beverage,North,A,121932,329610,91536,27.77,3219,3.52,14806163,12042.97,1.33,37.88,True
CAMP01968,2022-10-18,2022-10-25,7,PPC,At-Risk,Lead Generation,Food & Beverage,North,A,240295,59505,17819,29.95,990,5.56,3462909,1341.11,13.49,242.72,True
CAMP01969,2024-08-29,2024-10-22,54,PPC,Premium,Lead Generation,Sports,Central,A,322524,104245,40741,39.08,2957,7.26,1555761,382.37,7.92,109.07,True
CAMP01970,2023-10-28,2023-11-14,17,Influencer,Returning,Conversion,Beauty,South,A,261264,113966,16973,14.89,471,2.78,265131,1.48,15.39,554.7,False
CAMP01971,2023-05-31,2023-06-25,25,Email,Premium,Retention,Home & Living,South,A,266389,354441,83803,23.64,4052,4.84,6509796,2343.72,3.18,65.74,True
CAMP01972,2022-03-18,2022-05-13,56,Social Media,Returning,Lead Generation,Food & Beverage,East,B,209072,166542,34356,20.63,1259,3.67,2991275,1330.74,6.09,166.06,True
CAMP01973,2022-11-02,2022-11-20,18,Influencer,Returning,Lead Generation,Sports,Central,A,38814,15708,2034,12.95,49,2.42,30936,-20.3,19.08,792.12,False
CAMP01974,2024-03-04,2024-04-13,40,PPC,Returning,Conversion,Food & Beverage,West,A,98604,22784,7312,32.1,435,5.96,1400562,1320.39,13.49,226.68,True
CAMP01975,2023-05-31,2023-06-18,18,Content Marketing,New Customers,Upsell,Fashion,Central,A,137004,246479,31868,12.93,755,2.37,3174026,2216.74,4.3,181.46,True
CAMP01976,2024-12-22,2025-01-14,23,Social Media,At-Risk,Conversion,Electronics,North,A,270885,231835,47019,20.28,1695,3.61,5632052,1979.13,5.76,159.81,True
CAMP01977,2022-07-17,2022-08-27,41,Email,Returning,Conversion,Beauty,East,B,26545,33393,8687,26.02,462,5.32,974646,3571.67,3.06,57.46,True
CAMP01978,2023-07-09,2023-08-23,45,SEO,New Customers,Retention,Home & Living,North,B,431500,844272,287800,34.09,19271,6.7,66252328,15253.96,1.5,22.39,True
CAMP01979,2022-10-05,2022-11-25,51,Social Media,New Customers,Lead Generation,Electronics,North,B,225821,179934,32179,17.88,1023,3.18,2862239,1167.48,7.02,220.74,True
CAMP01980,2022-04-20,2022-05-28,38,Email,At-Risk,Conversion,Food & Beverage,Central,B,362337,415211,90831,21.88,4064,4.47,18541510,5017.2,3.99,89.16,True
CAMP01981,2024-04-19,2024-05-10,21,PPC,New Customers,Conversion,Beauty,Central,B,173826,44231,17777,40.19,1326,7.46,4335550,2394.19,9.78,131.09,True
CAMP01982,2022-03-29,2022-04-18,20,Social Media,Returning,Lead Generation,Electronics,Central,A,279687,244291,46144,18.89,1549,3.36,4687522,1575.99,6.06,180.56,True
CAMP01983,2023-11-22,2023-12-12,20,Influencer,Premium,Upsell,Food & Beverage,North,B,352627,168441,25353,15.05,712,2.81,1729210,390.38,13.91,495.26,True
CAMP01984,2023-11-20,2023-12-14,24,Email,Premium,Retention,Beauty,West,B,344829,386679,100995,26.12,5395,5.34,26245510,7511.17,3.41,63.92,True
CAMP01985,2024-11-09,2024-11-27,18,SMS,Premium,Retention,Food & Beverage,North,A,423628,1239992,370599,29.89,14029,3.79,42793894,10001.76,1.14,30.2,True
CAMP01986,2024-02-09,2024-03-17,37,Social Media,Returning,Conversion,Sports,Central,A,445112,410874,68992,16.79,2059,2.99,3267669,634.12,6.45,216.18,True
CAMP01987,2023-05-13,2023-06-19,37,Influencer,New Customers,Conversion,Sports,West,A,13192,5228,853,16.32,25,3.05,83380,532.05,15.47,527.68,False
CAMP01988,2024-12-09,2024-12-18,9,PPC,Premium,Upsell,Home & Living,Central,B,290929,67744,26240,38.73,1887,7.19,5744956,1874.69,11.09,154.18,True
CAMP01989,2023-06-17,2023-08-09,53,Influencer,Returning,Upsell,Electronics,North,A,353391,136709,19148,14.01,500,2.61,1478783,318.46,18.46,706.78,True
CAMP01990,2023-06-04,2023-07-29,55,Social Media,New Customers,Retention,Home & Living,South,B,471869,426640,88891,20.84,3292,3.7,4038815,755.92,5.31,143.34,True
CAMP01991,2023-04-15,2023-06-04,50,Social Media,Premium,Conversion,Food & Beverage,East,B,80433,57981,10788,18.61,356,3.31,1605165,1895.65,7.46,225.94,True
CAMP01992,2023-10-04,2023-11-05,32,Email,At-Risk,Lead Generation,Food & Beverage,West,B,234774,286820,74841,26.09,3994,5.34,4823495,1954.53,3.14,58.78,True
CAMP01993,2022-10-28,2022-11-26,29,Content Marketing,Returning,Lead Generation,Home & Living,Central,B,363870,504691,72644,14.39,1916,2.64,8903338,2346.85,5.01,189.91,True
CAMP01994,2023-02-19,2023-03-18,27,Social Media,Returning,Upsell,Beauty,South,A,228703,217136,37183,17.12,1131,3.04,5106758,2132.92,6.15,202.21,True
CAMP01995,2023-05-05,2023-05-12,7,PPC,Returning,Lead Generation,Electronics,Central,B,88742,25087,11374,45.34,957,8.42,4779743,5286.11,7.8,92.73,True
CAMP01996,2023-10-31,2023-11-26,26,Social Media,Dormant,Lead Generation,Home & Living,South,B,125179,106769,21340,19.99,758,3.55,1947074,1455.43,5.87,165.14,True
CAMP01997,2024-02-20,2024-04-03,43,Email,Returning,Retention,Beauty,North,A,465817,568853,136506,24.0,6700,4.91,31304620,6620.37,3.41,69.52,True
CAMP01998,2024-07-05,2024-08-26,52,SMS,At-Risk,Lead Generation,Home & Living,North,B,236636,521518,154230,29.57,5777,3.75,17424138,7263.27,1.53,40.96,True
CAMP01999,2022-04-06,2022-04-21,15,Email,New Customers,Lead Generation,Beauty,Central,B,74503,87569,20858,23.82,1016,4.87,4468896,5898.28,3.57,73.33,True
CAMP02000,2022-05-19,2022-07-03,45,Social Media,New Customers,Brand Awareness,Beauty,Central,A,486031,380587,64209,16.87,1925,3.0,6172932,1170.07,7.57,252.48,True
CAMP02001,2023-08-12,2023-09-11,30,Influencer,Returning,Conversion,Sports,Central,A,202156,88081,13499,15.33,386,2.86,1038343,413.63,14.98,523.72,True
CAMP02002,2022-08-10,2022-09-12,33,SEO,Returning,Brand Awareness,Home & Living,Central,B,146834,289932,104921,36.19,7458,7.11,22793334,15423.2,1.4,19.69,True
CAMP02003,2024-02-12,2024-02-20,8,PPC,At-Risk,Brand Awareness,Fashion,North,A,176962,41408,16082,38.84,1159,7.21,1465065,727.9,11.0,152.69,True
CAMP02004,2023-02-10,2023-03-04,22,Content Marketing,Returning,Lead Generation,Beauty,South,B,466326,642070,96411,15.02,2654,2.75,6530147,1300.34,4.84,175.71,True
CAMP02005,2022-08-24,2022-09-15,22,Email,New Customers,Lead Generation,Fashion,South,A,210955,257614,62944,24.43,3145,5.0,10223279,4746.19,3.35,67.08,True
CAMP02006,2022-11-02,2022-11-30,28,Email,Returning,Retention,Electronics,Central,A,243085,334229,69182,20.7,2929,4.23,11736151,4728.0,3.51,82.99,True
CAMP02007,2022-08-04,2022-09-22,49,Social Media,Returning,Conversion,Electronics,North,A,474083,356022,68739,19.31,2359,3.43,1759385,271.11,6.9,200.97,True
CAMP02008,2023-07-30,2023-08-29,30,PPC,Returning,Retention,Food & Beverage,West,A,259122,78763,23802,30.22,1335,5.61,4967532,1817.06,10.89,194.1,True
CAMP02009,2022-10-25,2022-12-15,51,SEO,New Customers,Brand Awareness,Electronics,North,B,410541,747698,271267,36.28,19331,7.13,71348595,17279.16,1.51,21.24,True
CAMP02010,2023-01-28,2023-02-04,7,Influencer,New Customers,Conversion,Food & Beverage,East,B,165945,79640,14067,17.66,463,3.3,423297,155.08,11.8,358.41,True
CAMP02011,2023-10-06,2023-10-18,12,PPC,New Customers,Lead Generation,Electronics,Central,B,58053,16839,7422,44.08,607,8.19,952812,1541.28,7.82,95.64,True
CAMP02012,2024-08-25,2024-10-15,51,SEO,At-Risk,Conversion,Fashion,Central,B,188197,420341,127882,30.42,7642,5.98,12519795,6552.49,1.47,24.63,True
CAMP02013,2022-12-08,2023-02-05,59,PPC,Dormant,Retention,Electronics,East,A,421686,136112,50814,37.33,3523,6.93,15314303,3531.68,8.3,119.7,True
CAMP02014,2022-05-07,2022-06-01,25,Social Media,New Customers,Retention,Food & Beverage,North,A,169391,152523,28658,18.79,957,3.34,1246666,635.97,5.91,177.0,True
CAMP02015,2023-01-16,2023-03-02,45,SMS,Returning,Lead Generation,Food & Beverage,West,A,403623,966336,286296,29.63,10743,3.75,36621804,8973.27,1.41,37.57,True
CAMP02016,2024-03-01,2024-04-21,51,SEO,New Customers,Upsell,Electronics,East,A,406490,749613,199264,26.58,10404,5.22,8502392,1991.66,2.04,39.07,True
CAMP02017,2023-07-04,2023-07-23,19,Social Media,Premium,Conversion,Home & Living,Central,B,418129,280790,55141,19.64,1925,3.49,4637668,1009.15,7.58,217.21,True
CAMP02018,2024-09-28,2024-10-30,32,Content Marketing,Returning,Lead Generation,Home & Living,West,A,200831,354340,39756,11.22,817,2.06,2584072,1186.69,5.05,245.82,True
CAMP02019,2022-06-23,2022-07-20,27,Social Media,Premium,Brand Awareness,Beauty,South,A,62278,60564,12194,20.13,436,3.58,2000980,3112.98,5.11,142.84,True
CAMP02020,2022-12-31,2023-02-08,39,SEO,New Customers,Lead Generation,Fashion,Central,B,236131,559090,163015,29.16,9336,5.73,11305653,4687.87,1.45,25.29,True
CAMP02021,2022-02-13,2022-04-08,54,SEO,New Customers,Conversion,Electronics,Central,B,151336,270504,77846,28.78,4400,5.65,9407418,6116.25,1.94,34.39,True
CAMP02022,2024-12-03,2024-12-24,21,SEO,Premium,Retention,Electronics,Central,A,95818,227541,58228,25.59,2926,5.03,3977064,4050.64,1.65,32.75,True
CAMP02023,2023-06-19,2023-08-08,50,SEO,New Customers,Upsell,Electronics,North,B,429676,753969,223978,29.71,13069,5.84,10226103,2279.96,1.92,32.88,True
CAMP02024,2022-09-15,2022-10-12,27,Email,New Customers,Lead Generation,Beauty,North,B,72822,80971,21937,27.09,1215,5.54,4311324,5820.36,3.32,59.94,True
CAMP02025,2023-09-23,2023-11-11,49,SMS,New Customers,Retention,Fashion,South,B,82589,247235,88987,35.99,4057,4.56,12388957,14900.73,0.93,20.36,True
CAMP02026,2024-01-30,2024-02-18,19,PPC,New Customers,Upsell,Electronics,Central,B,308603,92193,37103,40.25,2773,7.47,5214477,1589.7,8.32,111.29,True
CAMP02027,2024-11-27,2024-12-20,23,PPC,Returning,Brand Awareness,Home & Living,North,A,440458,131032,45216,34.51,2897,6.41,4350074,887.63,9.74,152.04,True
CAMP02028,2022-08-27,2022-10-07,41,SEO,Dormant,Lead Generation,Electronics,Central,B,149444,289318,89927,31.08,5490,6.11,23796007,15823.03,1.66,27.22,True
CAMP02029,2022-10-31,2022-12-27,57,Influencer,Premium,Lead Generation,Electronics,West,A,175291,83130,10681,12.85,256,2.4,1013554,478.21,16.41,684.73,True
CAMP02030,2024-08-06,2024-09-22,47,SMS,Returning,Conversion,Sports,Central,B,487320,1388325,476533,34.32,20718,4.35,72783041,14835.37,1.02,23.52,True
CAMP02031,2022-02-10,2022-03-22,40,Influencer,Returning,Brand Awareness,Food & Beverage,Central,B,496525,208843,39269,18.8,1378,3.51,2352652,373.82,12.64,360.32,True
CAMP02032,2023-04-10,2023-05-25,45,Social Media,Dormant,Retention,Sports,West,B,123090,111032,22250,20.04,792,3.56,819287,565.6,5.53,155.42,True
CAMP02033,2022-10-06,2022-11-06,31,SEO,New Customers,Lead Generation,Food & Beverage,Central,B,336323,748474,218074,29.14,12480,5.72,23358305,6845.2,1.54,26.95,True
CAMP02034,2023-01-16,2023-02-15,30,Social Media,Returning,Upsell,Beauty,East,B,122993,106056,19942,18.8,666,3.34,2475251,1912.51,6.17,184.67,True
CAMP02035,2022-04-23,2022-05-19,26,PPC,At-Risk,Brand Awareness,Sports,North,A,300781,97744,33366,34.14,2115,6.34,6124471,1936.19,9.01,142.21,True
CAMP02036,2023-04-10,2023-05-16,36,SMS,Returning,Conversion,Home & Living,North,B,436355,968105,329579,34.04,14212,4.31,61617051,14020.85,1.32,30.7,True
CAMP02037,2023-03-04,2023-03-29,25,Influencer,At-Risk,Upsell,Sports,West,B,496774,192799,33672,17.47,1097,3.26,4537003,813.29,14.75,452.85,True
CAMP02038,2023-05-22,2023-07-05,44,SMS,At-Risk,Conversion,Food & Beverage,West,A,366201,736751,195596,26.55,6577,3.36,30630080,8264.28,1.87,55.68,True
CAMP02039,2023-10-23,2023-11-17,25,Influencer,Returning,Conversion,Home & Living,East,B,193705,75326,11854,15.74,348,2.94,1658650,756.28,16.34,556.62,True
CAMP02040,2022-12-23,2023-02-06,45,Content Marketing,At-Risk,Upsell,Beauty,Central,B,144431,233364,33936,14.54,904,2.67,901963,524.49,4.26,159.77,True
CAMP02041,2023-04-17,2023-05-17,30,Email,Premium,Retention,Food & Beverage,South,A,29401,42701,10291,24.1,507,4.93,1909459,6394.54,2.86,57.99,True
CAMP02042,2022-12-02,2022-12-21,19,PPC,Returning,Upsell,Home & Living,Central,A,415623,142429,51171,35.93,3414,6.67,4849408,1066.78,8.12,121.74,True
CAMP02043,2022-09-15,2022-10-17,32,PPC,Premium,Retention,Sports,East,B,235288,61827,25850,41.81,2007,7.77,7254336,2983.17,9.1,117.23,True
CAMP02044,2022-07-21,2022-08-08,18,Social Media,New Customers,Brand Awareness,Food & Beverage,East,B,348227,239235,54830,22.92,2234,4.07,9325950,2578.12,6.35,155.88,True
CAMP02045,2022-12-10,2023-02-03,55,SMS,Dormant,Lead Generation,Fashion,East,A,349346,800869,241832,30.2,9249,3.82,25868373,7304.8,1.44,37.77,True
CAMP02046,2024-10-26,2024-11-02,7,Social Media,Premium,Conversion,Sports,South,B,241369,202489,46375,22.9,1888,4.07,7166037,2868.91,5.2,127.84,True
CAMP02047,2024-12-13,2024-12-22,9,Email,New Customers,Lead Generation,Sports,South,A,373522,501068,121806,24.31,6056,4.97,8906896,2284.57,3.07,61.68,True
CAMP02048,2024-05-04,2024-06-25,52,SEO,At-Risk,Brand Awareness,Beauty,East,B,253439,414825,136775,32.97,8858,6.48,34952431,13691.26,1.85,28.61,True
CAMP02049,2024-06-20,2024-07-20,30,Social Media,Premium,Lead Generation,Home & Living,North,A,219394,212186,37672,17.75,1189,3.16,1648888,651.56,5.82,184.52,True
CAMP02050,2024-08-18,2024-09-09,22,Email,Returning,Retention,Electronics,East,B,210682,294421,64313,21.84,2873,4.47,6746539,3102.24,3.28,73.33,True
CAMP02051,2023-09-28,2023-10-19,21,Social Media,New Customers,Lead Generation,Electronics,East,A,197461,168318,29084,17.28,893,3.07,1234200,525.03,6.79,221.12,True
CAMP02052,2022-03-01,2022-03-22,21,Email,New Customers,Conversion,Food & Beverage,East,B,41518,61097,14137,23.14,669,4.73,1877098,4421.17,2.94,62.06,True
CAMP02053,2022-01-18,2022-02-11,24,Email,At-Risk,Upsell,Home & Living,Central,A,179674,187358,38700,20.66,1635,4.23,1828189,917.5,4.64,109.89,True
CAMP02054,2023-12-13,2024-01-28,46,Social Media,New Customers,Conversion,Home & Living,Central,B,93049,62063,14269,22.99,583,4.09,2053253,2106.64,6.52,159.6,True
CAMP02055,2022-06-20,2022-07-24,34,Email,Premium,Conversion,Food & Beverage,Central,A,447024,663501,165613,24.96,8455,5.11,11584200,2491.4,2.7,52.87,True
CAMP02056,2022-01-08,2022-02-15,38,Content Marketing,New Customers,Conversion,Fashion,North,B,268415,371387,56667,15.26,1585,2.8,3740814,1293.67,4.74,169.35,True
CAMP02057,2024-11-19,2024-12-19,30,SEO,Premium,Conversion,Food & Beverage,South,B,206198,481303,148431,30.84,8991,6.06,39138013,18880.79,1.39,22.93,True
CAMP02058,2022-12-26,2023-01-11,16,Content Marketing,Returning,Lead Generation,Home & Living,East,B,241409,387516,51124,13.19,1236,2.42,2970820,1130.62,4.72,195.31,True
CAMP02059,2022-08-10,2022-10-04,55,SEO,Returning,Lead Generation,Sports,North,A,212890,395940,122380,30.91,7430,6.07,33986822,15864.5,1.74,28.65,True
CAMP02060,2023-05-10,2023-06-30,51,Social Media,New Customers,Retention,Food & Beverage,East,B,291619,254557,59557,23.4,2477,4.16,3073391,953.91,4.9,117.73,True
CAMP02061,2023-06-02,2023-06-21,19,PPC,New Customers,Lead Generation,Home & Living,East,A,447157,124872,44985,36.03,3009,6.69,1939075,333.65,9.94,148.61,True
CAMP02062,2024-10-28,2024-12-06,39,Social Media,Returning,Brand Awareness,Sports,North,A,58600,49913,9066,18.17,292,3.23,236547,303.66,6.46,200.68,True
CAMP02063,2022-02-16,2022-04-16,59,PPC,New Customers,Brand Awareness,Food & Beverage,Central,B,105683,26116,9583,36.7,653,6.82,1774542,1579.12,11.03,161.84,True
CAMP02064,2023-09-04,2023-10-17,43,Email,New Customers,Retention,Beauty,South,A,60728,66304,13911,20.98,597,4.29,2464913,3958.94,4.37,101.72,True
CAMP02065,2022-12-24,2023-01-08,15,Email,New Customers,Conversion,Beauty,South,A,28183,37364,9424,25.22,486,5.16,1629660,5682.42,2.99,57.99,True
CAMP02066,2023-11-26,2024-01-05,40,Social Media,Premium,Conversion,Food & Beverage,Central,B,329200,229806,50357,21.91,1961,3.9,7376344,2140.69,6.54,167.87,True
CAMP02067,2024-12-27,2025-02-01,36,SMS,Premium,Conversion,Beauty,West,B,249097,526894,180981,34.35,7874,4.35,7814905,3037.29,1.38,31.64,True
CAMP02068,2024-12-09,2025-01-03,25,Content Marketing,Premium,Lead Generation,Sports,South,B,154546,206988,29707,14.35,781,2.63,788584,410.26,5.2,197.88,True
CAMP02069,2023-01-23,2023-02-18,26,SEO,Dormant,Upsell,Home & Living,North,B,238224,519353,185195,35.66,12971,7.0,24169011,10045.5,1.29,18.37,True
CAMP02070,2024-10-23,2024-12-06,44,Email,Premium,Upsell,Food & Beverage,North,B,76117,98829,23359,23.64,1129,4.83,3688724,4746.12,3.26,67.42,True
CAMP02071,2022-07-24,2022-08-09,16,Email,New Customers,Conversion,Sports,Central,B,336238,347408,97808,28.15,5632,5.76,26615769,7815.75,3.44,59.7,True
CAMP02072,2024-12-23,2025-01-22,30,PPC,At-Risk,Brand Awareness,Sports,West,A,157742,47544,15978,33.61,997,6.24,4360436,2664.28,9.87,158.22,True
CAMP02073,2023-08-10,2023-08-25,15,PPC,New Customers,Lead Generation,Fashion,South,A,131247,44157,17313,39.21,1260,7.28,2041324,1455.33,7.58,104.16,True
CAMP02074,2022-11-19,2022-12-24,35,Influencer,New Customers,Brand Awareness,Electronics,Central,B,111155,49282,9686,19.66,355,3.67,591255,431.92,11.48,313.11,True
CAMP02075,2022-10-22,2022-11-03,12,Influencer,New Customers,Conversion,Electronics,West,B,151977,58321,11088,19.01,393,3.55,971588,539.3,13.71,386.71,True
CAMP02076,2022-04-25,2022-06-20,56,Email,Returning,Retention,Food & Beverage,Central,A,45290,54539,12531,22.98,588,4.7,501757,1007.88,3.61,77.02,True
CAMP02077,2022-08-24,2022-10-22,59,Social Media,Dormant,Brand Awareness,Fashion,West,A,384360,270766,44529,16.45,1301,2.92,4288223,1015.68,8.63,295.43,True
CAMP02078,2024-10-11,2024-10-19,8,Social Media,Returning,Upsell,Food & Beverage,West,A,374808,314864,52001,16.52,1526,2.94,2751335,634.07,7.21,245.61,True
CAMP02079,2022-08-09,2022-08-30,21,PPC,Premium,Upsell,Beauty,North,A,73606,18504,6665,36.02,445,6.69,612356,731.94,11.04,165.41,True
CAMP02080,2023-09-19,2023-10-13,24,Social Media,New Customers,Lead Generation,Electronics,North,B,143258,102497,20646,20.14,739,3.58,619513,332.45,6.94,193.85,True
CAMP02081,2022-11-21,2023-01-07,47,SEO,At-Risk,Conversion,Sports,East,A,422549,858566,227656,26.52,11857,5.21,31462718,7345.93,1.86,35.64,True
CAMP02082,2022-11-21,2022-12-12,21,PPC,Returning,Upsell,Food & Beverage,South,A,247880,79292,31508,39.74,2325,7.38,10469669,4123.68,7.87,106.62,True
CAMP02083,2022-03-17,2022-05-07,51,Social Media,Premium,Lead Generation,Electronics,South,B,437671,309580,73359,23.7,3090,4.21,1717303,292.37,5.97,141.64,True
CAMP02084,2024-03-05,2024-04-01,27,Content Marketing,Returning,Brand Awareness,Electronics,East,A,465075,881310,90180,10.23,1691,1.88,5939525,1177.11,5.16,275.03,True
CAMP02085,2023-12-11,2023-12-19,8,Social Media,Returning,Brand Awareness,Beauty,North,A,419266,351259,67609,19.25,2313,3.42,1354338,223.03,6.2,181.27,True
CAMP02086,2024-02-11,2024-03-25,43,Social Media,Dormant,Lead Generation,Home & Living,East,A,180115,130208,25813,19.82,909,3.52,4039325,2142.64,6.98,198.15,True
CAMP02087,2024-03-01,2024-03-19,18,PPC,New Customers,Brand Awareness,Beauty,West,B,368322,103447,36033,34.83,2330,6.47,8399955,2180.6,10.22,158.08,True
CAMP02088,2023-12-07,2024-01-10,34,PPC,Premium,Lead Generation,Electronics,West,B,186141,46363,17007,36.68,1158,6.81,641420,244.59,10.94,160.74,True
CAMP02089,2022-02-22,2022-03-30,36,Social Media,New Customers,Lead Generation,Sports,West,A,357372,348889,59725,17.12,1817,3.04,3012875,743.06,5.98,196.68,True
CAMP02090,2022-03-15,2022-05-06,52,SEO,Premium,Upsell,Fashion,South,B,447381,1026742,337985,32.92,21854,6.47,32737068,7217.49,1.32,20.47,True
CAMP02091,2024-05-17,2024-07-04,48,Social Media,Dormant,Conversion,Home & Living,Central,A,427220,357065,63902,17.9,2033,3.18,4129610,866.62,6.69,210.14,True
CAMP02092,2024-05-16,2024-06-11,26,Email,Dormant,Lead Generation,Home & Living,Central,B,266762,285232,81809,28.68,4799,5.87,16932632,6247.47,3.26,55.59,True
CAMP02093,2024-12-28,2025-02-19,53,Email,New Customers,Lead Generation,Sports,Central,A,343987,396316,93442,23.58,4506,4.82,11640717,3284.06,3.68,76.34,True
CAMP02094,2023-11-08,2023-12-17,39,PPC,Returning,Brand Awareness,Food & Beverage,Central,A,336741,95427,33140,34.73,2137,6.45,4356286,1193.66,10.16,157.58,True
CAMP02095,2022-09-12,2022-10-06,24,Email,At-Risk,Upsell,Electronics,North,B,366985,479100,105982,22.12,4795,4.52,16158457,4303.03,3.46,76.53,True
CAMP02096,2022-08-31,2022-09-16,16,PPC,Dormant,Lead Generation,Beauty,East,B,411566,103170,36304,35.19,2372,6.54,8972834,2080.17,11.34,173.51,True
CAMP02097,2024-05-24,2024-06-16,23,Email,Premium,Brand Awareness,Food & Beverage,South,A,328343,397643,83326,20.96,3571,4.29,3298391,904.56,3.94,91.95,True
CAMP02098,2022-07-11,2022-08-04,24,Email,New Customers,Upsell,Fashion,West,B,101444,126731,30813,24.31,1532,4.97,6307923,6118.13,3.29,66.22,True
CAMP02099,2023-03-26,2023-05-08,43,Social Media,Returning,Conversion,Electronics,West,B,483929,429343,99672,23.22,4113,4.13,5365051,1008.64,4.86,117.66,True
CAMP02100,2023-10-25,2023-11-23,29,PPC,Dormant,Lead Generation,Fashion,Central,A,46134,15182,4918,32.4,295,6.02,177037,283.75,9.38,156.39,True
CAMP02101,2022-07-17,2022-08-03,17,Email,Premium,Upsell,Fashion,South,A,443214,508856,113985,22.4,5222,4.58,20082503,4431.11,3.89,84.87,True
CAMP02102,2023-08-18,2023-08-28,10,PPC,Dormant,Conversion,Food & Beverage,South,B,102025,32019,13242,41.36,1017,7.68,2982531,2823.33,7.7,100.32,True
CAMP02103,2023-09-07,2023-10-13,36,Email,Returning,Upsell,Food & Beverage,East,A,238983,352326,75618,21.46,3319,4.39,14554610,5990.23,3.16,72.0,True
CAMP02104,2023-12-02,2023-12-22,20,Social Media,Returning,Retention,Fashion,West,A,197546,132427,22628,17.09,687,3.04,2223550,1025.59,8.73,287.55,True
CAMP02105,2024-07-25,2024-09-07,44,Email,Premium,Retention,Sports,South,B,333908,384793,96805,25.16,4981,5.15,18416240,5415.36,3.45,67.04,True
CAMP02106,2022-03-15,2022-04-30,46,Email,Premium,Conversion,Food & Beverage,East,B,153474,201119,49511,24.62,2493,5.04,2877851,1775.14,3.1,61.56,True
CAMP02107,2023-11-22,2024-01-11,50,SEO,New Customers,Brand Awareness,Beauty,East,B,283299,636573,182114,28.61,10233,5.62,9699357,3323.72,1.56,27.68,True
CAMP02108,2023-07-15,2023-08-19,35,Influencer,At-Risk,Lead Generation,Fashion,Central,B,291247,135165,25275,18.7,882,3.49,3561892,1122.98,11.52,330.21,True
CAMP02109,2023-09-06,2023-10-16,40,Email,Returning,Lead Generation,Sports,West,A,141603,146174,29094,19.9,1184,4.07,3191220,2153.64,4.87,119.6,True
CAMP02110,2024-07-11,2024-09-06,57,Social Media,New Customers,Brand Awareness,Home & Living,North,B,486193,455174,96109,21.11,3607,3.75,5648104,1061.7,5.06,134.79,True
CAMP02111,2022-07-20,2022-08-14,25,Email,New Customers,Conversion,Food & Beverage,East,B,85979,109197,24150,22.12,1092,4.52,4313949,4917.44,3.56,78.74,True
CAMP02112,2023-12-10,2023-12-19,9,PPC,New Customers,Retention,Sports,West,B,48114,11662,5380,46.14,460,8.57,1239333,2475.83,8.94,104.6,True
CAMP02113,2023-12-18,2023-12-28,10,Email,At-Risk,Lead Generation,Fashion,South,B,206793,249521,62963,25.23,3249,5.16,4071574,1868.91,3.28,63.65,True
CAMP02114,2022-09-10,2022-10-14,34,Social Media,Returning,Conversion,Sports,North,B,313134,304947,62308,20.43,2263,3.63,7828905,2400.18,5.03,138.37,True
CAMP02115,2024-07-24,2024-08-12,19,SMS,Premium,Brand Awareness,Fashion,East,B,352913,1056515,361203,34.19,15641,4.33,59752461,16831.22,0.98,22.56,True
