date,category,region,sales,units_sold,discount,profit
2021-10-16,Electronics,South,21348,41,0.05,5266.06
2021-10-16,Electronics,East,21446,53,0.03,4589.06
2021-10-16,Electronics,West,22072,55,0.13,6087.03
2021-10-16,Clothing,North,15262,39,0.13,3112.19
2021-10-16,Clothing,South,15065,25,0.16,2342.48
2021-10-16,Clothing,East,14864,32,0.15,2014.77
2021-10-16,Clothing,West,15354,71,0.08,2848.24
2021-10-16,Grocery,North,30392,116,0.01,5970.91
2021-10-16,Grocery,South,25730,93,0.23,2626.02
2021-10-16,Grocery,East,25000,70,0.02,4014.47
2021-10-16,Grocery,West,27234,68,0.05,5264.67
2021-10-16,Furniture,North,10132,29,0.21,2465.46
2021-10-16,Furniture,South,7657,31,0.16,938.77
2021-10-16,Furniture,East,7413,27,0.15,1576.9
2021-10-16,Furniture,West,8778,32,0.25,1618.38
2021-10-16,Sports,North,11852,27,0.24,2237.97
2021-10-16,Sports,South,10548,28,0.13,2526.09
2021-10-16,Sports,East,10168,48,0.11,2055.95
2021-10-16,Sports,West,10720,24,0.07,1988.52
2021-10-17,Electronics,North,26747,52,0.18,4501.96
2021-10-17,Electronics,South,20725,34,0.21,3150.3
2021-10-17,Electronics,East,17986,47,0.21,4598.52
2021-10-17,Electronics,West,20302,37,0.07,4439.89
2021-10-17,Clothing,North,14678,30,0.04,3427.89
2021-10-17,Clothing,South,13636,29,0.2,1744.19
2021-10-17,Clothing,East,13049,28,0.11,3211.36
2021-10-17,Clothing,West,15430,31,0.16,4000.32
2021-10-17,Grocery,North,26501,62,0.07,4687.67
2021-10-17,Grocery,South,25958,125,0.1,6794.77
2021-10-17,Grocery,East,23148,59,0.07,4525.67
2021-10-17,Grocery,West,27610,76,0.23,2988.38
2021-10-17,Furniture,North,10283,17,0.04,2120.98
2021-10-17,Furniture,South,9063,41,0.12,1133.71
2021-10-17,Furniture,East,9721,16,0.16,1531.72
2021-10-17,Furniture,West,10544,35,0.03,2649.74
2021-10-17,Sports,North,12385,57,0.19,2828.46
2021-10-17,Sports,South,11818,20,0.15,1900.22
2021-10-17,Sports,East,8585,17,0.18,1203.02
2021-10-17,Sports,West,10656,40,0.02,3009.2
2021-10-18,Electronics,North,17446,55,0.1,4236.06
2021-10-18,Electronics,South,15190,27,0.05,3604.32
2021-10-18,Electronics,East,13674,62,0.17,3369.98
2021-10-18,Electronics,West,17715,46,0.17,3678.48
2021-10-18,Clothing,North,13570,29,0.05,2086.27
2021-10-18,Clothing,South,12726,33,0.11,3243.63
2021-10-18,Clothing,East,9229,30,0.05,2273.4
2021-10-18,Clothing,West,11369,29,0.18,2083.3
2021-10-18,Grocery,North,24668,61,0.23,6569.52
2021-10-18,Grocery,South,21665,36,0.16,5542.8
2021-10-18,Grocery,East,16383,47,0.22,1821.62
2021-10-18,Grocery,West,22572,51,0.09,4002.88
2021-10-18,Furniture,North,6753,17,0.1,1152.9
2021-10-18,Furniture,South,7374,30,0.14,1182.54
2021-10-18,Furniture,East,5658,15,0.01,1688.96
2021-10-18,Furniture,West,8015,19,0.01,1669.09
2021-10-18,Sports,North,9493,19,0.03,2198.08
2021-10-18,Sports,South,8713,17,0.14,2427.0
2021-10-18,Sports,East,6993,12,0.16,701.32
2021-10-18,Sports,West,8248,24,0.21,869.87
2021-10-19,Electronics,North,22598,67,0.06,5944.28
2021-10-19,Electronics,South,18119,74,0.12,4110.83
2021-10-19,Electronics,East,15177,35,0.19,2230.52
2021-10-19,Electronics,West,16284,51,0.14,4830.25
2021-10-19,Clothing,North,13140,55,0.08,1465.73
2021-10-19,Clothing,South,11690,33,0.25,1415.13
2021-10-19,Clothing,East,9975,20,0.05,1256.02
2021-10-19,Clothing,West,11775,35,0.19,1428.57
2021-10-19,Grocery,North,23253,47,0.16,2996.68
2021-10-19,Grocery,South,21709,49,0.03,3912.99
2021-10-19,Grocery,East,21465,86,0.01,5573.32
2021-10-19,Grocery,West,25555,52,0.02,3206.72
2021-10-19,Furniture,North,7854,13,0.06,1551.64
2021-10-19,Furniture,South,7204,24,0.16,886.69
2021-10-19,Furniture,East,6269,14,0.22,1555.12
2021-10-19,Furniture,West,8494,22,0.25,1624.49
2021-10-19,Sports,North,9271,28,0.13,1963.07
2021-10-19,Sports,South,8128,27,0.14,2041.85
2021-10-19,Sports,East,7124,23,0.21,1745.35
2021-10-19,Sports,West,7801,14,0.04,894.9
2021-10-20,Electronics,North,19187,55,0.24,2065.29
2021-10-20,Electronics,South,16845,29,0.05,4758.63
2021-10-20,Electronics,East,14351,36,0.1,3351.04
2021-10-20,Electronics,West,16280,27,0.15,3977.16
2021-10-20,Clothing,North,12544,32,0.22,2228.34
2021-10-20,Clothing,South,10542,22,0.06,1601.06
2021-10-20,Clothing,East,8884,29,0.01,2375.13
2021-10-20,Clothing,West,10878,48,0.22,1360.76
2021-10-20,Grocery,North,23290,58,0.12,5005.04
2021-10-20,Grocery,South,19803,62,0.17,3970.11
2021-10-20,Grocery,East,20407,41,0.1,5500.17
2021-10-20,Grocery,West,21159,37,0.13,3025.54
2021-10-20,Furniture,North,7619,15,0.23,1733.0
2021-10-20,Furniture,South,6807,11,0.02,763.41
2021-10-20,Furniture,East,6510,16,0.01,939.03
2021-10-20,Furniture,West,7404,24,0.08,804.97
2021-10-20,Sports,North,9266,19,0.02,1026.89
2021-10-20,Sports,South,9015,20,0.22,1854.35
2021-10-20,Sports,East,7672,33,0.05,1776.39
2021-10-20,Sports,West,8979,23,0.07,1649.68
2021-10-21,Electronics,North,19751,81,0.07,4098.59
2021-10-21,Electronics,South,16645,34,0.16,4799.23
2021-10-21,Electronics,East,15446,54,0.11,3686.6
2021-10-21,Electronics,West,19613,36,0.24,4336.25
2021-10-21,Clothing,North,11954,52,0.04,1326.32
2021-10-21,Clothing,South,11218,31,0.08,2551.77
2021-10-21,Clothing,East,11983,30,0.07,3481.84
2021-10-21,Clothing,West,12585,53,0.23,2041.89
2021-10-21,Grocery,North,21271,93,0.11,5282.43
2021-10-21,Grocery,South,21053,68,0.14,3278.59
2021-10-21,Grocery,East,20105,37,0.13,2967.92
2021-10-21,Grocery,West,21664,78,0.24,3044.73
2021-10-21,Furniture,North,7394,12,0.09,1259.22
2021-10-21,Furniture,South,7652,16,0.24,2259.19
2021-10-21,Furniture,East,6807,16,0.19,1851.2
2021-10-21,Furniture,West,7831,19,0.15,1624.65
2021-10-21,Sports,North,9948,29,0.05,1902.61
2021-10-21,Sports,South,8503,30,0.12,2386.81
2021-10-21,Sports,East,8177,30,0.23,1801.86
2021-10-21,Sports,West,9058,42,0.16,2629.35
2021-10-22,Electronics,North,18702,33,0.0,4230.07
2021-10-22,Electronics,South,15766,40,0.09,3555.35
2021-10-22,Electronics,East,12256,37,0.21,3517.06
2021-10-22,Electronics,West,17747,32,0.13,4912.95
2021-10-22,Clothing,North,12159,38,0.02,2380.96
2021-10-22,Clothing,South,11877,20,0.14,2773.43
2021-10-22,Clothing,East,10587,30,0.22,1313.4
2021-10-22,Clothing,West,11713,26,0.15,3185.64
2021-10-22,Grocery,North,26763,49,0.24,5558.92
2021-10-22,Grocery,South,25019,43,0.18,3825.7
2021-10-22,Grocery,East,19217,52,0.17,3464.11
2021-10-22,Grocery,West,22999,93,0.18,6090.54
2021-10-22,Furniture,North,7148,12,0.01,1190.41
2021-10-22,Furniture,South,7423,24,0.01,1344.65
2021-10-22,Furniture,East,6748,11,0.2,1307.33
2021-10-22,Furniture,West,7518,15,0.21,1451.44
2021-10-22,Sports,North,9172,25,0.13,2156.99
2021-10-22,Sports,South,9403,19,0.09,2014.72
2021-10-22,Sports,East,7159,15,0.1,750.58
2021-10-22,Sports,West,8404,24,0.2,2180.72
2021-10-23,Electronics,North,16937,39,0.05,3475.62
2021-10-23,Electronics,South,19914,97,0.12,3329.82
2021-10-23,Electronics,East,20586,58,0.0,3097.26
2021-10-23,Electronics,West,24536,54,0.02,2981.82
2021-10-23,Clothing,North,16951,51,0.12,4901.25
2021-10-23,Clothing,South,14810,25,0.08,3880.18
2021-10-23,Clothing,East,12948,33,0.19,3283.97
2021-10-23,Clothing,West,14780,37,0.2,2249.64
2021-10-23,Grocery,North,28416,49,0.13,6451.9
2021-10-23,Grocery,South,24144,53,0.03,4299.07
2021-10-23,Grocery,East,23022,96,0.06,4036.95
2021-10-23,Grocery,West,24957,59,0.06,3631.56
2021-10-23,Furniture,North,10539,34,0.23,2472.24
2021-10-23,Furniture,South,7970,15,0.01,1751.02
2021-10-23,Furniture,East,6708,21,0.15,1618.62
2021-10-23,Furniture,West,9369,43,0.14,1256.31
2021-10-23,Sports,North,11863,36,0.11,2040.43
2021-10-23,Sports,South,9667,21,0.12,2829.45
2021-10-23,Sports,East,10424,34,0.13,2194.4
2021-10-23,Sports,West,10326,31,0.12,1609.37
2021-10-24,Electronics,North,24968,80,0.1,2683.39
2021-10-24,Electronics,South,22254,75,0.19,4922.52
2021-10-24,Electronics,East,17898,33,0.05,2985.95
2021-10-24,Electronics,West,20632,44,0.14,3964.93
2021-10-24,Clothing,North,15181,30,0.04,3387.59
2021-10-24,Clothing,South,14283,26,0.11,3497.32
2021-10-24,Clothing,East,12335,25,0.23,2655.41
2021-10-24,Clothing,West,14972,54,0.03,2274.95
2021-10-24,Grocery,North,28950,127,0.06,5442.08
2021-10-24,Grocery,South,24230,62,0.14,5842.41
2021-10-24,Grocery,East,23404,107,0.19,3384.22
2021-10-24,Grocery,West,26091,45,0.12,4938.12
2021-10-24,Furniture,North,10176,22,0.23,1876.98
2021-10-24,Furniture,South,9409,17,0.1,2518.5
2021-10-24,Furniture,East,7319,15,0.05,1067.34
2021-10-24,Furniture,West,8448,26,0.17,2347.51
2021-10-24,Sports,North,12439,29,0.02,1493.84
2021-10-24,Sports,South,10930,25,0.08,1575.16
2021-10-24,Sports,East,10989,31,0.2,2722.03
2021-10-24,Sports,West,10660,21,0.25,1695.43
2021-10-25,Electronics,North,19888,46,0.2,3637.33
2021-10-25,Electronics,South,17321,39,0.01,5147.0
2021-10-25,Electronics,East,15541,32,0.05,1650.54
2021-10-25,Electronics,West,18039,33,0.1,2755.87
2021-10-25,Clothing,North,10349,22,0.12,2478.03
2021-10-25,Clothing,South,12596,23,0.05,2089.51
2021-10-25,Clothing,East,10501,30,0.1,2422.52
2021-10-25,Clothing,West,11692,31,0.24,3260.83
2021-10-25,Grocery,North,27190,121,0.17,6564.76
2021-10-25,Grocery,South,21344,62,0.05,6040.69
2021-10-25,Grocery,East,21732,101,0.1,5725.33
2021-10-25,Grocery,West,20474,57,0.15,2906.72
2021-10-25,Furniture,North,8148,19,0.23,2284.73
2021-10-25,Furniture,South,6920,11,0.22,696.54
2021-10-25,Furniture,East,6913,19,0.01,1350.08
2021-10-25,Furniture,West,6454,17,0.19,1006.32
2021-10-25,Sports,North,8717,27,0.15,1693.76
2021-10-25,Sports,South,7850,23,0.09,1367.35
2021-10-25,Sports,East,7906,39,0.25,1986.68
2021-10-25,Sports,West,9438,19,0.1,1991.8
2021-10-26,Electronics,North,19145,38,0.04,3529.68
2021-10-26,Electronics,South,16088,43,0.19,4304.06
2021-10-26,Electronics,East,15285,30,0.2,1980.92
2021-10-26,Electronics,West,16398,39,0.21,2684.41
2021-10-26,Clothing,North,13628,57,0.21,2210.89
2021-10-26,Clothing,South,10907,54,0.06,1285.94
2021-10-26,Clothing,East,10301,36,0.23,2094.08
2021-10-26,Clothing,West,11213,29,0.11,2674.5
2021-10-26,Grocery,North,21128,38,0.11,2425.51
2021-10-26,Grocery,South,20769,50,0.16,3221.61
2021-10-26,Grocery,East,19806,43,0.11,5790.94
2021-10-26,Grocery,West,23920,77,0.14,3870.52
2021-10-26,Furniture,North,6523,14,0.18,914.79
2021-10-26,Furniture,South,6557,23,0.24,1428.99
2021-10-26,Furniture,East,6930,16,0.06,979.54
2021-10-26,Furniture,West,7081,19,0.21,795.12
2021-10-26,Sports,North,9460,38,0.16,1349.96
2021-10-26,Sports,South,8256,18,0.1,993.49
2021-10-26,Sports,East,8613,18,0.16,1722.99
2021-10-26,Sports,West,9373,22,0.16,2231.26
2021-10-27,Electronics,North,19952,76,0.05,3033.6
2021-10-27,Electronics,South,19184,33,0.19,4039.64
2021-10-27,Electronics,East,14541,25,0.22,1776.02
2021-10-27,Electronics,West,17210,33,0.11,2836.09
2021-10-27,Clothing,North,12997,25,0.02,2127.84
2021-10-27,Clothing,South,12488,38,0.08,2503.79
2021-10-27,Clothing,East,9721,28,0.18,2145.43
2021-10-27,Clothing,West,10126,21,0.05,1671.81
2021-10-27,Grocery,North,22742,51,0.25,2732.75
2021-10-27,Grocery,South,20824,39,0.03,4872.46
2021-10-27,Grocery,East,20028,81,0.08,2366.43
2021-10-27,Grocery,West,22518,62,0.23,5771.47
2021-10-27,Furniture,North,7861,14,0.11,1021.44
2021-10-27,Furniture,South,7989,14,0.07,884.6
2021-10-27,Furniture,East,6441,14,0.07,1580.85
2021-10-27,Furniture,West,6785,13,0.23,1472.26
2021-10-27,Sports,North,9767,32,0.08,1911.37
2021-10-27,Sports,South,8929,43,0.07,1739.16
2021-10-27,Sports,East,8601,16,0.14,1676.76
2021-10-27,Sports,West,8626,24,0.05,1115.45
2021-10-28,Electronics,North,18223,35,0.18,2528.97
2021-10-28,Electronics,South,18744,46,0.11,3463.42
2021-10-28,Electronics,East,15555,29,0.23,1647.71
2021-10-28,Electronics,West,17684,69,0.02,2699.4
2021-10-28,Clothing,North,14302,35,0.23,4118.56
2021-10-28,Clothing,South,10462,39,0.21,2054.16
2021-10-28,Clothing,East,11259,47,0.22,2636.55
2021-10-28,Clothing,West,11534,20,0.25,2348.33
2021-10-28,Grocery,North,21828,41,0.07,6443.13
2021-10-28,Grocery,South,20485,42,0.04,3998.85
2021-10-28,Grocery,East,17806,42,0.01,4224.66
2021-10-28,Grocery,West,16406,41,0.2,4315.93
2021-10-28,Furniture,North,6687,25,0.07,1107.26
2021-10-28,Furniture,South,6795,18,0.16,1050.73
2021-10-28,Furniture,East,6227,11,0.12,1824.24
2021-10-28,Furniture,West,7052,17,0.07,977.85
2021-10-28,Sports,North,9501,21,0.19,2329.46
2021-10-28,Sports,South,9671,44,0.2,1997.45
2021-10-28,Sports,East,8040,18,0.04,1475.2
2021-10-28,Sports,West,7201,21,0.09,851.64
2021-10-29,Electronics,North,18055,51,0.22,2549.46
2021-10-29,Electronics,South,16411,44,0.08,4225.45
2021-10-29,Electronics,East,13805,44,0.04,1724.53
2021-10-29,Electronics,West,17940,34,0.12,4058.78
2021-10-29,Clothing,North,12928,42,0.08,2979.23
2021-10-29,Clothing,South,9460,36,0.15,2558.43
2021-10-29,Clothing,East,9897,22,0.14,1180.5
2021-10-29,Clothing,West,11166,21,0.24,1521.32
2021-10-29,Grocery,North,23349,40,0.04,6033.48
2021-10-29,Grocery,South,22578,100,0.22,5302.03
2021-10-29,Grocery,East,17139,32,0.15,2949.33
2021-10-29,Grocery,West,21188,56,0.21,3555.04
2021-10-29,Furniture,North,6724,23,0.22,964.9
2021-10-29,Furniture,South,6340,13,0.22,678.27
2021-10-29,Furniture,East,6136,13,0.09,1467.14
2021-10-29,Furniture,West,8052,26,0.01,2331.52
2021-10-29,Sports,North,8964,16,0.05,2448.44
2021-10-29,Sports,South,7630,19,0.09,1773.88
2021-10-29,Sports,East,6800,13,0.08,953.05
2021-10-29,Sports,West,7899,15,0.2,1575.99
2021-10-30,Electronics,North,26626,65,0.1,7960.61
2021-10-30,Electronics,South,21435,82,0.15,5941.19
2021-10-30,Electronics,East,19998,59,0.07,5404.55
2021-10-30,Electronics,West,22679,63,0.18,2938.06
2021-10-30,Clothing,North,15774,51,0.12,3776.12
2021-10-30,Clothing,South,15776,77,0.16,3286.43
2021-10-30,Clothing,East,13318,41,0.07,2586.94
2021-10-30,Clothing,West,13773,29,0.23,1766.68
2021-10-30,Grocery,North,27344,54,0.11,6600.45
2021-10-30,Grocery,South,25917,78,0.21,5363.93
2021-10-30,Grocery,East,26616,60,0.01,7837.55
2021-10-30,Grocery,West,27749,86,0.06,5470.22
2021-10-30,Furniture,North,10820,30,0.11,2239.65
2021-10-30,Furniture,South,8922,24,0.23,2411.17
2021-10-30,Furniture,East,7485,27,0.2,1616.01
2021-10-30,Furniture,West,8853,15,0.06,1745.17
2021-10-30,Sports,North,10792,21,0.09,2224.31
2021-10-30,Sports,South,11006,24,0.15,2699.82
2021-10-30,Sports,East,9046,23,0.17,1440.11
2021-10-30,Sports,West,11201,34,0.03,2057.88
2021-10-31,Electronics,North,26193,127,0.23,4644.28
2021-10-31,Electronics,South,21363,39,0.01,2758.66
2021-10-31,Electronics,East,17176,31,0.0,3919.95
2021-10-31,Electronics,West,19740,78,0.21,5047.81
2021-10-31,Clothing,North,13565,29,0.04,1872.03
2021-10-31,Clothing,South,13999,31,0.25,3894.69
2021-10-31,Clothing,East,13575,22,0.14,2498.12
2021-10-31,Clothing,West,17450,30,0.06,2085.37
2021-10-31,Grocery,North,27117,77,0.11,5681.22
2021-10-31,Grocery,South,26780,44,0.06,4690.55
2021-10-31,Grocery,East,24172,49,0.12,3605.65
2021-10-31,Grocery,West,25379,56,0.13,3406.8
2021-10-31,Furniture,North,8566,14,0.21,2114.72
2021-10-31,Furniture,South,7348,13,0.18,2062.44
2021-10-31,Furniture,East,7833,15,0.15,1057.72
2021-10-31,Furniture,West,8700,25,0.08,1324.74
2021-10-31,Sports,North,11737,21,0.19,3134.37
2021-10-31,Sports,South,8702,15,0.1,1472.42
2021-10-31,Sports,East,9510,27,0.24,1749.08
2021-10-31,Sports,West,10898,20,0.07,1741.69
2021-11-01,Electronics,North,19567,38,0.2,3662.79
2021-11-01,Electronics,South,16839,47,0.05,4930.26
2021-11-01,Electronics,East,13885,23,0.02,3731.08
2021-11-01,Electronics,West,16488,48,0.1,4392.33
2021-11-01,Clothing,North,12072,20,0.17,3029.93
2021-11-01,Clothing,South,10567,21,0.02,1486.16
2021-11-01,Clothing,East,8223,22,0.2,846.44
2021-11-01,Clothing,West,11616,25,0.0,1308.1
2021-11-01,Grocery,North,25205,97,0.14,5940.84
2021-11-01,Grocery,South,20485,70,0.13,5782.54
2021-11-01,Grocery,East,17043,37,0.15,1796.18
2021-11-01,Grocery,West,22127,93,0.04,2815.83
2021-11-01,Furniture,North,7504,21,0.22,1669.05
2021-11-01,Furniture,South,6070,11,0.13,716.1
2021-11-01,Furniture,East,6959,25,0.02,1154.41
2021-11-01,Furniture,West,7262,20,0.08,922.62
2021-11-01,Sports,North,9846,27,0.16,2040.69
2021-11-01,Sports,South,7646,18,0.06,1562.14
2021-11-01,Sports,East,7526,17,0.05,1138.77
2021-11-01,Sports,West,8547,29,0.02,1449.33
2021-11-02,Electronics,North,21552,46,0.24,5851.64
2021-11-02,Electronics,South,16079,31,0.24,2350.0
2021-11-02,Electronics,East,16186,35,0.24,1943.46
2021-11-02,Electronics,West,18016,47,0.24,3169.26
2021-11-02,Clothing,North,12716,36,0.01,1342.58
2021-11-02,Clothing,South,11361,20,0.18,1378.51
2021-11-02,Clothing,East,9901,30,0.2,2030.52
2021-11-02,Clothing,West,11929,20,0.12,2807.99
2021-11-02,Grocery,North,24384,67,0.06,4031.33
2021-11-02,Grocery,South,21025,38,0.12,3592.13
2021-11-02,Grocery,East,17248,85,0.07,3811.83
2021-11-02,Grocery,West,22282,45,0.21,6357.78
2021-11-02,Furniture,North,8646,37,0.01,1080.4
2021-11-02,Furniture,South,6685,17,0.05,1052.12
2021-11-02,Furniture,East,5641,13,0.1,754.73
2021-11-02,Furniture,West,8153,35,0.06,909.39
2021-11-02,Sports,North,10161,30,0.1,2674.76
2021-11-02,Sports,South,8735,30,0.03,1748.95
2021-11-02,Sports,East,8254,16,0.01,1532.28
2021-11-02,Sports,West,10008,33,0.19,2747.66
2021-11-03,Electronics,North,17729,58,0.03,2916.14
2021-11-03,Electronics,South,16431,39,0.24,2955.51
2021-11-03,Electronics,East,14429,53,0.05,3642.65
2021-11-03,Electronics,West,16963,75,0.25,3469.57
2021-11-03,Clothing,North,10249,21,0.12,1699.41
2021-11-03,Clothing,South,11784,38,0.23,1864.2
2021-11-03,Clothing,East,8506,36,0.05,1172.98
2021-11-03,Clothing,West,10979,22,0.1,2814.94
2021-11-03,Grocery,North,21437,50,0.19,4857.81
2021-11-03,Grocery,South,22025,50,0.18,2452.62
2021-11-03,Grocery,East,17506,40,0.06,4687.47
2021-11-03,Grocery,West,23705,60,0.16,6135.24
2021-11-03,Furniture,North,7883,30,0.21,1763.55
2021-11-03,Furniture,South,7284,16,0.23,1090.9
2021-11-03,Furniture,East,6341,12,0.11,1438.0
2021-11-03,Furniture,West,6402,16,0.15,1693.02
2021-11-03,Sports,North,9654,18,0.11,1589.5
2021-11-03,Sports,South,7783,37,0.2,1288.77
2021-11-03,Sports,East,6727,16,0.18,1711.16
2021-11-03,Sports,West,7974,22,0.17,1946.75
2021-11-04,Electronics,North,17637,31,0.17,4049.84
2021-11-04,Electronics,South,16414,73,0.2,3499.64
2021-11-04,Electronics,East,16032,74,0.19,1961.37
2021-11-04,Electronics,West,15513,42,0.2,3708.69
2021-11-04,Clothing,North,12420,21,0.16,1799.34
2021-11-04,Clothing,South,10959,32,0.24,1586.98
2021-11-04,Clothing,East,8426,16,0.22,1416.98
2021-11-04,Clothing,West,12952,27,0.14,2016.48
2021-11-04,Grocery,North,23641,90,0.2,2690.37
2021-11-04,Grocery,South,18091,76,0.09,2236.38
2021-11-04,Grocery,East,15208,31,0.24,3812.82
2021-11-04,Grocery,West,21006,77,0.23,3748.03
2021-11-04,Furniture,North,6129,19,0.22,1020.16
2021-11-04,Furniture,South,6530,15,0.06,1694.37
2021-11-04,Furniture,East,5928,12,0.18,1259.71
2021-11-04,Furniture,West,7932,18,0.14,923.07
2021-11-04,Sports,North,8973,23,0.21,938.98
2021-11-04,Sports,South,9763,32,0.03,1045.31
2021-11-04,Sports,East,8090,32,0.15,2401.89
2021-11-04,Sports,West,7950,25,0.21,2381.14
2021-11-05,Electronics,North,15983,34,0.21,2146.04
2021-11-05,Electronics,South,17854,46,0.08,2797.22
2021-11-05,Electronics,East,14837,44,0.15,2134.75
2021-11-05,Electronics,West,19158,65,0.13,3483.97
2021-11-05,Clothing,North,12077,29,0.2,3264.12
2021-11-05,Clothing,South,11098,37,0.15,3009.51
2021-11-05,Clothing,East,10635,18,0.05,1614.32
2021-11-05,Clothing,West,11623,42,0.05,3272.72
2021-11-05,Grocery,North,25646,71,0.16,7423.84
2021-11-05,Grocery,South,24373,90,0.03,2600.07
2021-11-05,Grocery,East,16753,44,0.13,4214.47
2021-11-05,Grocery,West,19949,55,0.08,5293.98
2021-11-05,Furniture,North,7433,22,0.21,861.35
2021-11-05,Furniture,South,7317,22,0.11,1005.46
2021-11-05,Furniture,East,6150,12,0.21,1819.46
2021-11-05,Furniture,West,6608,28,0.05,1660.76
2021-11-05,Sports,North,7773,27,0.07,1444.67
2021-11-05,Sports,South,8714,32,0.24,1058.91
2021-11-05,Sports,East,8513,18,0.05,1428.6
2021-11-05,Sports,West,8463,20,0.16,1765.2
2021-11-06,Electronics,North,18294,45,0.11,3810.02
2021-11-06,Electronics,South,18924,34,0.16,4627.38
2021-11-06,Electronics,East,21473,49,0.01,6440.18
2021-11-06,Electronics,West,24096,112,0.1,2916.17
2021-11-06,Clothing,North,15476,41,0.2,2391.93
2021-11-06,Clothing,South,13904,45,0.06,3103.78
2021-11-06,Clothing,East,12397,35,0.24,1529.18
2021-11-06,Clothing,West,16261,41,0.1,1945.23
2021-11-06,Grocery,North,29501,56,0.13,6487.33
2021-11-06,Grocery,South,28241,58,0.23,3342.33
2021-11-06,Grocery,East,25940,44,0.25,5904.48
2021-11-06,Grocery,West,25377,91,0.03,7339.25
2021-11-06,Furniture,North,8592,14,0.03,2112.89
2021-11-06,Furniture,South,8546,18,0.02,1433.59
2021-11-06,Furniture,East,8076,20,0.0,2383.57
2021-11-06,Furniture,West,8398,24,0.06,1213.42
2021-11-06,Sports,North,10859,19,0.16,1886.63
2021-11-06,Sports,South,9139,16,0.19,1330.46
2021-11-06,Sports,East,9933,24,0.18,2922.49
2021-11-06,Sports,West,11216,23,0.03,1670.2
2021-11-07,Electronics,North,20215,34,0.1,3870.08
2021-11-07,Electronics,South,22111,46,0.13,3901.03
2021-11-07,Electronics,East,19152,35,0.17,3376.48
2021-11-07,Electronics,West,20757,82,0.2,5985.27
2021-11-07,Clothing,North,17219,47,0.13,4602.56
2021-11-07,Clothing,South,13191,56,0.13,1885.31
2021-11-07,Clothing,East,13837,65,0.15,2168.1
2021-11-07,Clothing,West,13098,27,0.04,3237.33
2021-11-07,Grocery,North,29390,52,0.07,3099.57
2021-11-07,Grocery,South,26394,57,0.15,2784.19
2021-11-07,Grocery,East,24044,42,0.23,3132.86
2021-11-07,Grocery,West,25381,71,0.01,4920.22
2021-11-07,Furniture,North,10218,25,0.02,1801.16
2021-11-07,Furniture,South,9220,16,0.06,1511.63
2021-11-07,Furniture,East,8413,14,0.1,1707.16
2021-11-07,Furniture,West,9850,25,0.23,2500.58
2021-11-07,Sports,North,11404,22,0.11,1193.63
2021-11-07,Sports,South,10619,47,0.17,1851.98
2021-11-07,Sports,East,9749,46,0.17,1349.95
2021-11-07,Sports,West,11574,31,0.16,3177.57
2021-11-08,Electronics,North,20493,39,0.1,4102.62
2021-11-08,Electronics,South,16539,34,0.01,4600.53
2021-11-08,Electronics,East,14209,23,0.04,4018.55
2021-11-08,Electronics,West,18783,56,0.19,3592.72
2021-11-08,Clothing,North,11630,37,0.02,3175.32
2021-11-08,Clothing,South,11630,36,0.17,3070.83
2021-11-08,Clothing,East,9992,20,0.18,1016.19
2021-11-08,Clothing,West,11891,41,0.12,2188.03
2021-11-08,Grocery,North,22685,39,0.11,6643.77
2021-11-08,Grocery,South,22124,44,0.21,2676.46
2021-11-08,Grocery,East,17269,54,0.16,4235.14
2021-11-08,Grocery,West,22508,104,0.13,4795.62
2021-11-08,Furniture,North,7700,15,0.01,1940.81
2021-11-08,Furniture,South,6536,15,0.21,938.65
2021-11-08,Furniture,East,5648,10,0.18,593.45
2021-11-08,Furniture,West,7106,34,0.07,914.23
2021-11-08,Sports,North,10319,17,0.24,2391.73
2021-11-08,Sports,South,9180,45,0.09,1860.13
2021-11-08,Sports,East,9078,15,0.22,1105.53
2021-11-08,Sports,West,8805,28,0.21,2332.1
2021-11-09,Electronics,North,19885,42,0.12,2789.69
2021-11-09,Electronics,South,15555,28,0.17,2081.24
2021-11-09,Electronics,East,16367,29,0.06,4873.29
2021-11-09,Electronics,West,18874,72,0.15,4368.11
2021-11-09,Clothing,North,11547,20,0.16,2302.47
2021-11-09,Clothing,South,8918,35,0.0,1114.69
2021-11-09,Clothing,East,9867,19,0.1,1175.68
2021-11-09,Clothing,West,11858,27,0.07,2750.05
2021-11-09,Grocery,North,25473,42,0.1,4917.9
2021-11-09,Grocery,South,22664,43,0.14,2435.28
2021-11-09,Grocery,East,18772,62,0.03,4350.24
2021-11-09,Grocery,West,20898,71,0.0,3838.63
2021-11-09,Furniture,North,7016,18,0.17,1566.64
2021-11-09,Furniture,South,6350,11,0.13,1235.16
2021-11-09,Furniture,East,6644,25,0.12,1224.25
2021-11-09,Furniture,West,6898,14,0.23,1995.72
2021-11-09,Sports,North,8853,16,0.13,1687.44
2021-11-09,Sports,South,7909,16,0.15,2326.38
2021-11-09,Sports,East,6966,16,0.2,1550.18
2021-11-09,Sports,West,10529,22,0.24,2355.12
2021-11-10,Electronics,North,20715,44,0.0,4007.65
2021-11-10,Electronics,South,15528,31,0.12,3973.99
2021-11-10,Electronics,East,15528,48,0.02,2888.24
2021-11-10,Electronics,West,17591,42,0.09,2611.49
