match_id,season,bowler,team,overs,wickets,runs_given,economy
206,2011,J. Hazlewood,Sunrisers Hyderabad,2.0,1,16,8.0
206,2011,M. Markande,Sunrisers Hyderabad,2.3,1,23,10.0
206,2011,D. Kuldekar,Sunrisers Hyderabad,1.0,0,7,7.0
207,2011,M. Markande,Gujarat Titans,1.1,1,10,9.09
207,2011,B. Kumar,Gujarat Titans,3.5,0,31,8.86
207,2011,H. Rauf,Gujarat Titans,3.6,2,30,8.33
207,2011,W. Sundar,Gujarat Titans,3.6,1,33,9.17
207,2011,R. Ashwin,Kolkata Knight Riders,1.9,1,15,7.89
207,2011,H. Rauf,Kolkata Knight Riders,1.5,4,16,10.67
207,2011,K. Yadav,Kolkata Knight Riders,4.0,0,30,7.5
207,2011,W. Sundar,Kolkata Knight Riders,1.3,1,13,10.0
207,2011,M. Shami,Kolkata Knight Riders,3.1,4,31,10.0
207,2011,T. Boult,Kolkata Knight Riders,2.7,0,29,10.74
208,2011,J. Bumrah,Punjab Kings,2.8,2,33,11.79
208,2011,T. Boult,Punjab Kings,2.5,0,23,9.2
208,2011,R. Ashwin,Punjab Kings,3.6,0,26,7.22
208,2011,W. Sundar,Punjab Kings,2.5,3,17,6.8
208,2011,M. Markande,Punjab Kings,2.3,1,19,8.26
208,2011,P. Chawla,Punjab Kings,1.4,0,10,7.14
208,2011,T. Boult,Chennai Super Kings,3.2,2,23,7.19
208,2011,K. Yadav,Chennai Super Kings,3.0,1,23,7.67
208,2011,J. Bumrah,Chennai Super Kings,2.4,2,22,9.17
208,2011,Y. Chahal,Chennai Super Kings,1.8,0,12,6.67
208,2011,D. Kuldekar,Chennai Super Kings,3.9,0,32,8.21
209,2011,M. Pathirana,Delhi Capitals,1.2,1,9,7.5
209,2011,J. Hazlewood,Delhi Capitals,1.5,3,15,10.0
209,2011,D. Kuldekar,Delhi Capitals,3.6,1,27,7.5
209,2011,A. Nortje,Delhi Capitals,2.7,4,19,7.04
209,2011,T. Natarajan,Delhi Capitals,3.7,1,31,8.38
209,2011,H. Rauf,Delhi Capitals,2.4,2,22,9.17
209,2011,P. Chawla,Rajasthan Royals,1.2,1,12,10.0
209,2011,B. Kumar,Rajasthan Royals,3.0,2,20,6.67
209,2011,D. Kuldekar,Rajasthan Royals,2.3,1,17,7.39
209,2011,H. Rauf,Rajasthan Royals,2.7,0,28,10.37
209,2011,K. Rabada,Rajasthan Royals,1.6,2,10,6.25
210,2011,M. Shami,Delhi Capitals,2.2,1,22,10.0
210,2011,K. Yadav,Delhi Capitals,4.0,4,40,10.0
210,2011,D. Kuldekar,Delhi Capitals,1.7,0,18,10.59
210,2011,K. Rabada,Delhi Capitals,2.4,0,20,8.33
210,2011,H. Rauf,Delhi Capitals,3.2,0,28,8.75
210,2011,B. Kumar,Delhi Capitals,2.1,0,23,10.95
210,2011,D. Chahar,Lucknow Super Giants,3.9,3,24,6.15
210,2011,T. Natarajan,Lucknow Super Giants,1.3,1,8,6.15
210,2011,S. Nadeem,Lucknow Super Giants,2.3,1,22,9.57
210,2011,K. Yadav,Lucknow Super Giants,2.3,0,16,6.96
210,2011,B. Kumar,Lucknow Super Giants,2.1,0,23,10.95
211,2011,Y. Chahal,Gujarat Titans,2.9,2,27,9.31
211,2011,H. Rauf,Gujarat Titans,2.4,0,19,7.92
211,2011,M. Pathirana,Gujarat Titans,2.8,1,17,6.07
211,2011,A. Nortje,Gujarat Titans,1.1,3,8,7.27
211,2011,M. Shami,Gujarat Titans,3.3,1,34,10.3
211,2011,D. Chahar,Gujarat Titans,1.1,0,10,9.09
211,2011,K. Rabada,Royal Challengers Bangalore,2.6,1,23,8.85
211,2011,T. Boult,Royal Challengers Bangalore,3.1,0,19,6.13
211,2011,A. Nortje,Royal Challengers Bangalore,3.9,1,27,6.92
211,2011,K. Yadav,Royal Challengers Bangalore,1.0,0,8,8.0
211,2011,H. Rauf,Royal Challengers Bangalore,3.9,2,30,7.69
212,2011,Y. Chahal,Delhi Capitals,3.7,2,38,10.27
212,2011,A. Nortje,Delhi Capitals,1.5,0,17,11.33
212,2011,J. Hazlewood,Delhi Capitals,2.1,1,16,7.62
212,2011,P. Chawla,Delhi Capitals,2.1,0,16,7.62
212,2011,M. Pathirana,Delhi Capitals,3.9,3,40,10.26
212,2011,T. Natarajan,Royal Challengers Bangalore,2.6,2,23,8.85
212,2011,M. Pathirana,Royal Challengers Bangalore,2.0,0,23,11.5
212,2011,K. Rabada,Royal Challengers Bangalore,3.2,1,33,10.31
212,2011,K. Yadav,Royal Challengers Bangalore,3.2,0,21,6.56
212,2011,W. Sundar,Royal Challengers Bangalore,2.7,2,21,7.78
212,2011,M. Shami,Royal Challengers Bangalore,3.8,0,40,10.53
213,2011,A. Nortje,Gujarat Titans,1.7,2,16,9.41
213,2011,P. Chawla,Gujarat Titans,2.9,2,30,10.34
213,2011,D. Chahar,Gujarat Titans,1.1,0,8,7.27
213,2011,M. Shami,Gujarat Titans,3.4,0,20,5.88
213,2011,M. Markande,Gujarat Titans,1.6,0,11,6.88
213,2011,H. Rauf,Royal Challengers Bangalore,1.6,0,13,8.12
213,2011,R. Ashwin,Royal Challengers Bangalore,2.5,1,27,10.8
213,2011,P. Chawla,Royal Challengers Bangalore,1.6,2,15,9.38
213,2011,S. Nadeem,Royal Challengers Bangalore,2.2,0,23,10.45
214,2011,B. Kumar,Rajasthan Royals,1.0,0,6,6.0
214,2011,D. Chahar,Rajasthan Royals,3.7,2,33,8.92
214,2011,P. Chawla,Rajasthan Royals,3.7,1,29,7.84
214,2011,A. Nortje,Rajasthan Royals,1.0,2,11,11.0
214,2011,T. Boult,Rajasthan Royals,1.5,4,11,7.33
214,2011,J. Hazlewood,Lucknow Super Giants,3.3,1,32,9.7
214,2011,D. Kuldekar,Lucknow Super Giants,3.4,0,27,7.94
214,2011,J. Bumrah,Lucknow Super Giants,3.1,0,25,8.06
214,2011,T. Boult,Lucknow Super Giants,3.2,2,30,9.38
215,2011,M. Pathirana,Delhi Capitals,3.4,3,25,7.35
215,2011,D. Chahar,Delhi Capitals,1.9,3,20,10.53
215,2011,P. Chawla,Delhi Capitals,1.7,1,13,7.65
215,2011,D. Kuldekar,Delhi Capitals,2.3,2,17,7.39
215,2011,J. Hazlewood,Punjab Kings,3.9,1,42,10.77
215,2011,M. Pathirana,Punjab Kings,1.5,0,12,8.0
215,2011,W. Sundar,Punjab Kings,2.1,0,17,8.1
215,2011,Y. Chahal,Punjab Kings,3.9,1,45,11.54
215,2011,D. Chahar,Punjab Kings,3.1,1,24,7.74
215,2011,M. Shami,Punjab Kings,1.3,1,14,10.77
216,2011,D. Kuldekar,Chennai Super Kings,1.3,0,13,10.0
216,2011,K. Yadav,Chennai Super Kings,1.2,0,11,9.17
216,2011,J. Bumrah,Chennai Super Kings,2.8,0,32,11.43
216,2011,H. Rauf,Chennai Super Kings,3.4,0,40,11.76
216,2011,M. Markande,Delhi Capitals,2.6,0,18,6.92
216,2011,K. Yadav,Delhi Capitals,4.0,0,46,11.5
216,2011,M. Shami,Delhi Capitals,3.1,0,26,8.39
216,2011,A. Nortje,Delhi Capitals,3.5,1,27,7.71
216,2011,M. Pathirana,Delhi Capitals,1.5,0,17,11.33
217,2011,H. Rauf,Gujarat Titans,3.9,0,23,5.9
217,2011,K. Rabada,Gujarat Titans,1.2,0,12,10.0
217,2011,D. Kuldekar,Gujarat Titans,1.7,0,10,5.88
217,2011,R. Ashwin,Gujarat Titans,2.8,1,28,10.0
217,2011,D. Chahar,Gujarat Titans,3.0,1,29,9.67
217,2011,A. Mishra,Gujarat Titans,1.6,1,11,6.88
217,2011,M. Pathirana,Kolkata Knight Riders,2.7,0,20,7.41
217,2011,B. Kumar,Kolkata Knight Riders,1.4,1,14,10.0
217,2011,K. Yadav,Kolkata Knight Riders,3.5,2,41,11.71
217,2011,P. Chawla,Kolkata Knight Riders,1.7,1,16,9.41
217,2011,S. Nadeem,Kolkata Knight Riders,2.6,0,18,6.92
217,2011,M. Shami,Kolkata Knight Riders,2.7,0,16,5.93
218,2011,P. Chawla,Chennai Super Kings,2.4,1,18,7.5
218,2011,T. Boult,Chennai Super Kings,3.1,2,19,6.13
218,2011,T. Natarajan,Chennai Super Kings,3.5,0,36,10.29
218,2011,B. Kumar,Chennai Super Kings,2.9,1,27,9.31
218,2011,D. Kuldekar,Chennai Super Kings,3.9,0,40,10.26
218,2011,W. Sundar,Chennai Super Kings,2.2,1,21,9.55
218,2011,M. Markande,Lucknow Super Giants,3.3,1,27,8.18
218,2011,D. Kuldekar,Lucknow Super Giants,1.5,3,12,8.0
218,2011,T. Natarajan,Lucknow Super Giants,2.0,0,15,7.5
218,2011,D. Chahar,Lucknow Super Giants,3.5,1,35,10.0
218,2011,M. Shami,Lucknow Super Giants,2.5,0,21,8.4
218,2011,H. Rauf,Lucknow Super Giants,3.5,2,32,9.14
219,2011,T. Natarajan,Punjab Kings,3.1,2,25,8.06
219,2011,K. Yadav,Punjab Kings,2.2,0,20,9.09
219,2011,W. Sundar,Punjab Kings,3.8,0,41,10.79
219,2011,P. Chawla,Punjab Kings,1.6,0,15,9.38
219,2011,B. Kumar,Rajasthan Royals,3.8,2,45,11.84
219,2011,W. Sundar,Rajasthan Royals,4.0,0,24,6.0
219,2011,K. Yadav,Rajasthan Royals,3.5,3,30,8.57
219,2011,M. Shami,Rajasthan Royals,1.2,0,8,6.67
220,2011,M. Markande,Lucknow Super Giants,1.2,0,14,11.67
220,2011,K. Rabada,Lucknow Super Giants,1.8,0,17,9.44
220,2011,J. Bumrah,Lucknow Super Giants,2.1,2,15,7.14
220,2011,M. Pathirana,Lucknow Super Giants,3.1,2,27,8.71
220,2011,R. Ashwin,Lucknow Super Giants,3.9,2,33,8.46
220,2011,D. Kuldekar,Lucknow Super Giants,2.0,5,23,11.5
220,2011,B. Kumar,Mumbai Indians,2.9,3,21,7.24
220,2011,A. Nortje,Mumbai Indians,3.2,1,37,11.56
220,2011,R. Ashwin,Mumbai Indians,3.1,1,20,6.45
220,2011,J. Bumrah,Mumbai Indians,2.9,4,23,7.93
220,2011,D. Kuldekar,Mumbai Indians,3.0,2,33,11.0
220,2011,M. Pathirana,Mumbai Indians,3.3,1,19,5.76
221,2011,P. Chawla,Punjab Kings,3.2,1,35,10.94
221,2011,M. Markande,Punjab Kings,3.0,0,33,11.0
221,2011,H. Rauf,Punjab Kings,3.0,0,34,11.33
221,2011,Y. Chahal,Punjab Kings,3.6,1,34,9.44
221,2011,K. Yadav,Punjab Kings,3.0,2,24,8.0
221,2011,W. Sundar,Mumbai Indians,2.3,1,25,10.87
221,2011,R. Ashwin,Mumbai Indians,1.5,0,11,7.33
221,2011,K. Rabada,Mumbai Indians,2.5,2,24,9.6
221,2011,T. Natarajan,Mumbai Indians,1.3,0,8,6.15
221,2011,M. Shami,Mumbai Indians,1.7,0,19,11.18
222,2011,J. Hazlewood,Lucknow Super Giants,3.9,0,38,9.74
222,2011,B. Kumar,Lucknow Super Giants,1.8,0,16,8.89
222,2011,W. Sundar,Lucknow Super Giants,1.1,0,8,7.27
222,2011,T. Boult,Lucknow Super Giants,2.2,0,17,7.73
222,2011,P. Chawla,Delhi Capitals,1.8,1,17,9.44
222,2011,Y. Chahal,Delhi Capitals,2.4,2,26,10.83
222,2011,K. Rabada,Delhi Capitals,3.8,1,37,9.74
222,2011,B. Kumar,Delhi Capitals,3.2,1,35,10.94
222,2011,J. Bumrah,Delhi Capitals,1.1,1,7,6.36
222,2011,M. Shami,Delhi Capitals,2.2,2,23,10.45
223,2011,M. Pathirana,Punjab Kings,1.2,3,7,5.83
223,2011,R. Ashwin,Punjab Kings,3.2,3,26,8.12
223,2011,K. Yadav,Punjab Kings,2.0,0,16,8.0
223,2011,W. Sundar,Punjab Kings,2.3,0,16,6.96
223,2011,M. Shami,Punjab Kings,2.1,0,14,6.67
223,2011,A. Nortje,Punjab Kings,3.9,3,44,11.28
223,2011,A. Mishra,Royal Challengers Bangalore,3.7,2,30,8.11
223,2011,S. Nadeem,Royal Challengers Bangalore,2.7,2,31,11.48
223,2011,W. Sundar,Royal Challengers Bangalore,1.2,1,13,10.83
223,2011,R. Ashwin,Royal Challengers Bangalore,1.8,0,12,6.67
223,2011,K. Yadav,Royal Challengers Bangalore,1.3,0,9,6.92
224,2011,A. Nortje,Punjab Kings,2.1,1,14,6.67
224,2011,H. Rauf,Punjab Kings,2.1,4,20,9.52
224,2011,J. Hazlewood,Punjab Kings,1.5,3,12,8.0
224,2011,T. Natarajan,Punjab Kings,2.1,1,18,8.57
224,2011,J. Bumrah,Punjab Kings,2.0,0,13,6.5
224,2011,S. Nadeem,Punjab Kings,2.6,0,29,11.15
224,2011,M. Shami,Royal Challengers Bangalore,3.5,0,23,6.57
224,2011,A. Nortje,Royal Challengers Bangalore,1.2,0,8,6.67
224,2011,P. Chawla,Royal Challengers Bangalore,2.0,1,15,7.5
224,2011,T. Boult,Royal Challengers Bangalore,2.5,1,17,6.8
224,2011,D. Kuldekar,Royal Challengers Bangalore,4.0,2,41,10.25
224,2011,S. Nadeem,Royal Challengers Bangalore,4.0,0,25,6.25
225,2011,W. Sundar,Sunrisers Hyderabad,4.0,0,46,11.5
225,2011,A. Mishra,Sunrisers Hyderabad,1.5,1,15,10.0
225,2011,M. Pathirana,Sunrisers Hyderabad,1.8,0,14,7.78
225,2011,R. Ashwin,Sunrisers Hyderabad,1.9,2,13,6.84
225,2011,D. Chahar,Sunrisers Hyderabad,3.2,0,26,8.12
225,2011,M. Markande,Sunrisers Hyderabad,1.5,3,16,10.67
225,2011,H. Rauf,Lucknow Super Giants,2.6,2,26,10.0
225,2011,B. Kumar,Lucknow Super Giants,2.5,1,16,6.4
225,2011,M. Markande,Lucknow Super Giants,1.2,0,8,6.67
225,2011,A. Mishra,Lucknow Super Giants,3.7,0,36,9.73
226,2011,D. Kuldekar,Rajasthan Royals,2.9,2,26,8.97
226,2011,Y. Chahal,Rajasthan Royals,1.7,3,15,8.82
226,2011,B. Kumar,Rajasthan Royals,3.8,1,25,6.58
226,2011,A. Mishra,Rajasthan Royals,2.1,1,15,7.14
226,2011,S. Nadeem,Delhi Capitals,3.2,0,32,10.0
226,2011,T. Boult,Delhi Capitals,3.3,3,21,6.36
226,2011,D. Chahar,Delhi Capitals,3.5,0,30,8.57
226,2011,H. Rauf,Delhi Capitals,1.0,4,11,11.0
227,2011,B. Kumar,Lucknow Super Giants,1.3,1,13,10.0
227,2011,K. Rabada,Lucknow Super Giants,3.0,1,31,10.33
227,2011,T. Boult,Lucknow Super Giants,1.4,1,15,10.71
227,2011,D. Chahar,Lucknow Super Giants,2.3,0,15,6.52
227,2011,M. Shami,Lucknow Super Giants,3.5,3,34,9.71
227,2011,A. Mishra,Lucknow Super Giants,1.0,0,7,7.0
227,2011,M. Pathirana,Rajasthan Royals,3.0,0,24,8.0
227,2011,S. Nadeem,Rajasthan Royals,2.1,3,18,8.57
227,2011,R. Ashwin,Rajasthan Royals,2.0,0,22,11.0
227,2011,B. Kumar,Rajasthan Royals,3.6,4,40,11.11
227,2011,D. Chahar,Rajasthan Royals,3.3,1,34,10.3
227,2011,W. Sundar,Rajasthan Royals,2.8,2,28,10.0
228,2011,A. Mishra,Mumbai Indians,2.6,3,23,8.85
228,2011,H. Rauf,Mumbai Indians,2.8,1,31,11.07
228,2011,S. Nadeem,Mumbai Indians,1.4,1,15,10.71
228,2011,W. Sundar,Mumbai Indians,1.1,2,8,7.27
228,2011,H. Rauf,Chennai Super Kings,2.8,1,28,10.0
228,2011,P. Chawla,Chennai Super Kings,3.3,1,32,9.7
228,2011,D. Kuldekar,Chennai Super Kings,3.1,0,24,7.74
228,2011,Y. Chahal,Chennai Super Kings,3.7,0,36,9.73
228,2011,D. Chahar,Chennai Super Kings,1.2,2,11,9.17
229,2011,M. Markande,Lucknow Super Giants,3.8,2,38,10.0
229,2011,J. Hazlewood,Lucknow Super Giants,3.2,0,36,11.25
229,2011,S. Nadeem,Lucknow Super Giants,2.9,0,18,6.21
229,2011,K. Yadav,Lucknow Super Giants,3.3,1,32,9.7
229,2011,M. Shami,Lucknow Super Giants,2.4,2,27,11.25
229,2011,T. Natarajan,Gujarat Titans,3.5,1,29,8.29
229,2011,B. Kumar,Gujarat Titans,1.1,0,10,9.09
229,2011,D. Chahar,Gujarat Titans,3.6,0,29,8.06
229,2011,W. Sundar,Gujarat Titans,2.2,2,22,10.0
230,2011,B. Kumar,Sunrisers Hyderabad,1.4,3,10,7.14
230,2011,J. Bumrah,Sunrisers Hyderabad,1.8,1,18,10.0
230,2011,S. Nadeem,Sunrisers Hyderabad,2.9,1,19,6.55
230,2011,K. Rabada,Sunrisers Hyderabad,3.9,0,33,8.46
230,2011,A. Nortje,Sunrisers Hyderabad,3.5,0,33,9.43
230,2011,T. Natarajan,Sunrisers Hyderabad,3.8,0,33,8.68
230,2011,W. Sundar,Kolkata Knight Riders,1.7,2,10,5.88
230,2011,D. Kuldekar,Kolkata Knight Riders,2.0,1,15,7.5
230,2011,Y. Chahal,Kolkata Knight Riders,1.3,3,11,8.46
230,2011,H. Rauf,Kolkata Knight Riders,1.5,4,17,11.33
230,2011,S. Nadeem,Kolkata Knight Riders,1.8,0,14,7.78
231,2011,R. Ashwin,Chennai Super Kings,2.0,1,14,7.0
231,2011,T. Natarajan,Chennai Super Kings,1.0,3,11,11.0
231,2011,M. Pathirana,Chennai Super Kings,1.1,2,8,7.27
231,2011,S. Nadeem,Chennai Super Kings,1.1,1,12,10.91
231,2011,D. Kuldekar,Chennai Super Kings,1.6,0,18,11.25
231,2011,Y. Chahal,Kolkata Knight Riders,2.4,0,18,7.5
231,2011,B. Kumar,Kolkata Knight Riders,3.6,1,38,10.56
231,2011,D. Kuldekar,Kolkata Knight Riders,2.0,0,21,10.5
231,2011,W. Sundar,Kolkata Knight Riders,3.7,2,29,7.84
232,2011,M. Pathirana,Sunrisers Hyderabad,3.9,0,40,10.26
232,2011,M. Markande,Sunrisers Hyderabad,3.8,3,35,9.21
232,2011,P. Chawla,Sunrisers Hyderabad,2.1,1,12,5.71
232,2011,T. Natarajan,Sunrisers Hyderabad,3.0,1,25,8.33
232,2011,S. Nadeem,Punjab Kings,3.7,5,38,10.27
232,2011,D. Chahar,Punjab Kings,1.3,0,11,8.46
232,2011,M. Markande,Punjab Kings,3.0,0,25,8.33
232,2011,A. Nortje,Punjab Kings,2.7,0,27,10.0
233,2011,M. Pathirana,Delhi Capitals,3.6,0,42,11.67
233,2011,D. Kuldekar,Delhi Capitals,1.2,1,12,10.0
233,2011,K. Rabada,Delhi Capitals,3.3,1,38,11.52
233,2011,M. Markande,Delhi Capitals,2.3,1,15,6.52
233,2011,P. Chawla,Delhi Capitals,2.1,0,19,9.05
233,2011,Y. Chahal,Rajasthan Royals,3.4,1,35,10.29
233,2011,T. Natarajan,Rajasthan Royals,1.2,0,10,8.33
233,2011,D. Chahar,Rajasthan Royals,3.4,0,35,10.29
233,2011,D. Kuldekar,Rajasthan Royals,1.2,1,13,10.83
234,2011,D. Chahar,Kolkata Knight Riders,2.5,4,29,11.6
234,2011,A. Nortje,Kolkata Knight Riders,1.3,0,10,7.69
234,2011,B. Kumar,Kolkata Knight Riders,3.4,2,34,10.0
234,2011,P. Chawla,Kolkata Knight Riders,3.3,2,24,7.27
234,2011,K. Yadav,Kolkata Knight Riders,1.5,1,14,9.33
234,2011,S. Nadeem,Chennai Super Kings,2.3,0,18,7.83
234,2011,A. Nortje,Chennai Super Kings,2.9,2,24,8.28
234,2011,D. Kuldekar,Chennai Super Kings,2.5,0,27,10.8
234,2011,M. Markande,Chennai Super Kings,4.0,1,31,7.75
234,2011,K. Rabada,Chennai Super Kings,1.5,2,12,8.0
235,2011,K. Rabada,Lucknow Super Giants,3.7,0,35,9.46
235,2011,H. Rauf,Lucknow Super Giants,3.4,1,27,7.94
235,2011,M. Pathirana,Lucknow Super Giants,2.2,1,18,8.18
235,2011,R. Ashwin,Lucknow Super Giants,1.7,1,10,5.88
235,2011,B. Kumar,Lucknow Super Giants,3.7,3,44,11.89
235,2011,A. Mishra,Lucknow Super Giants,3.3,2,36,10.91
235,2011,T. Boult,Gujarat Titans,1.3,0,13,10.0
235,2011,W. Sundar,Gujarat Titans,3.6,3,37,10.28
235,2011,A. Nortje,Gujarat Titans,1.1,1,9,8.18
235,2011,K. Rabada,Gujarat Titans,1.1,3,11,10.0
236,2011,H. Rauf,Rajasthan Royals,2.5,1,21,8.4
236,2011,D. Chahar,Rajasthan Royals,2.6,0,15,5.77
236,2011,M. Shami,Rajasthan Royals,3.5,3,36,10.29
236,2011,A. Mishra,Rajasthan Royals,3.9,1,43,11.03
236,2011,Y. Chahal,Rajasthan Royals,2.6,2,20,7.69
236,2011,T. Natarajan,Rajasthan Royals,2.6,1,29,11.15
236,2011,K. Yadav,Sunrisers Hyderabad,3.5,1,31,8.86
236,2011,R. Ashwin,Sunrisers Hyderabad,2.0,1,23,11.5
236,2011,H. Rauf,Sunrisers Hyderabad,1.1,0,8,7.27
236,2011,M. Pathirana,Sunrisers Hyderabad,3.4,0,40,11.76
236,2011,Y. Chahal,Sunrisers Hyderabad,1.2,1,9,7.5
237,2011,T. Natarajan,Punjab Kings,3.2,4,20,6.25
237,2011,J. Bumrah,Punjab Kings,1.9,0,16,8.42
237,2011,K. Yadav,Punjab Kings,2.5,2,23,9.2
237,2011,K. Rabada,Punjab Kings,3.2,1,23,7.19
237,2011,J. Hazlewood,Punjab Kings,4.0,2,34,8.5
237,2011,A. Mishra,Sunrisers Hyderabad,2.5,1,15,6.0
237,2011,D. Chahar,Sunrisers Hyderabad,3.6,0,37,10.28
237,2011,Y. Chahal,Sunrisers Hyderabad,2.3,3,18,7.83
237,2011,R. Ashwin,Sunrisers Hyderabad,3.9,2,37,9.49
238,2011,M. Pathirana,Delhi Capitals,3.9,3,30,7.69
238,2011,J. Hazlewood,Delhi Capitals,3.5,0,27,7.71
238,2011,A. Nortje,Delhi Capitals,3.3,0,31,9.39
238,2011,D. Chahar,Delhi Capitals,3.3,2,35,10.61
238,2011,A. Mishra,Royal Challengers Bangalore,3.0,0,26,8.67
238,2011,R. Ashwin,Royal Challengers Bangalore,3.0,4,32,10.67
238,2011,T. Boult,Royal Challengers Bangalore,1.5,2,10,6.67
238,2011,J. Bumrah,Royal Challengers Bangalore,2.3,1,19,8.26
238,2011,A. Nortje,Royal Challengers Bangalore,2.9,3,25,8.62
238,2011,Y. Chahal,Royal Challengers Bangalore,3.4,0,39,11.47
239,2011,S. Nadeem,Chennai Super Kings,2.5,2,28,11.2
239,2011,A. Mishra,Chennai Super Kings,1.7,1,16,9.41
239,2011,P. Chawla,Chennai Super Kings,3.6,0,26,7.22
239,2011,D. Kuldekar,Chennai Super Kings,1.6,2,10,6.25
239,2011,J. Bumrah,Chennai Super Kings,2.3,3,27,11.74
239,2011,D. Chahar,Chennai Super Kings,2.6,4,18,6.92
239,2011,J. Bumrah,Rajasthan Royals,1.2,0,13,10.83
239,2011,K. Yadav,Rajasthan Royals,2.3,0,21,9.13
239,2011,R. Ashwin,Rajasthan Royals,2.7,2,30,11.11
239,2011,K. Rabada,Rajasthan Royals,3.4,2,25,7.35
240,2011,M. Pathirana,Rajasthan Royals,4.0,1,25,6.25
240,2011,J. Bumrah,Rajasthan Royals,1.7,0,10,5.88
240,2011,A. Nortje,Rajasthan Royals,3.8,1,41,10.79
240,2011,W. Sundar,Rajasthan Royals,2.8,2,27,9.64
240,2011,K. Yadav,Chennai Super Kings,2.6,0,25,9.62
240,2011,P. Chawla,Chennai Super Kings,1.6,2,18,11.25
240,2011,T. Boult,Chennai Super Kings,3.0,1,35,11.67
240,2011,J. Bumrah,Chennai Super Kings,3.4,1,31,9.12
240,2011,B. Kumar,Chennai Super Kings,3.2,1,26,8.12
240,2011,M. Markande,Chennai Super Kings,3.6,0,43,11.94
241,2011,J. Bumrah,Sunrisers Hyderabad,1.6,4,16,10.0
241,2011,M. Markande,Sunrisers Hyderabad,2.2,0,19,8.64
241,2011,J. Hazlewood,Sunrisers Hyderabad,3.6,1,26,7.22
241,2011,H. Rauf,Sunrisers Hyderabad,3.3,1,30,9.09
241,2011,D. Chahar,Sunrisers Hyderabad,1.9,0,17,8.95
241,2011,D. Kuldekar,Chennai Super Kings,3.6,2,28,7.78
241,2011,T. Boult,Chennai Super Kings,2.7,0,16,5.93
241,2011,A. Mishra,Chennai Super Kings,4.0,0,32,8.0
241,2011,T. Natarajan,Chennai Super Kings,3.9,2,35,8.97
241,2011,R. Ashwin,Chennai Super Kings,1.2,4,7,5.83
242,2011,M. Shami,Sunrisers Hyderabad,3.9,0,27,6.92
242,2011,R. Ashwin,Sunrisers Hyderabad,1.6,0,14,8.75
242,2011,W. Sundar,Sunrisers Hyderabad,1.9,2,19,10.0
242,2011,M. Markande,Sunrisers Hyderabad,1.8,2,17,9.44
242,2011,T. Boult,Sunrisers Hyderabad,3.1,3,23,7.42
242,2011,R. Ashwin,Punjab Kings,3.3,1,37,11.21
242,2011,A. Nortje,Punjab Kings,2.2,2,18,8.18
242,2011,H. Rauf,Punjab Kings,1.1,2,10,9.09
242,2011,J. Bumrah,Punjab Kings,1.9,1,15,7.89
242,2011,A. Mishra,Punjab Kings,1.6,3,11,6.88
243,2011,K. Yadav,Sunrisers Hyderabad,2.2,0,16,7.27
243,2011,J. Bumrah,Sunrisers Hyderabad,2.3,2,22,9.57
243,2011,M. Shami,Sunrisers Hyderabad,1.5,0,10,6.67
243,2011,M. Markande,Sunrisers Hyderabad,1.8,1,20,11.11
243,2011,Y. Chahal,Sunrisers Hyderabad,1.1,1,7,6.36
243,2011,A. Mishra,Sunrisers Hyderabad,3.3,3,20,6.06
243,2011,D. Kuldekar,Kolkata Knight Riders,1.2,0,13,10.83
243,2011,D. Chahar,Kolkata Knight Riders,2.0,1,15,7.5
243,2011,T. Natarajan,Kolkata Knight Riders,2.0,1,23,11.5
243,2011,B. Kumar,Kolkata Knight Riders,2.1,1,23,10.95
244,2011,J. Bumrah,Delhi Capitals,2.7,0,21,7.78
244,2011,W. Sundar,Delhi Capitals,3.6,1,32,8.89
244,2011,M. Pathirana,Delhi Capitals,2.4,0,15,6.25
244,2011,K. Yadav,Delhi Capitals,1.7,1,19,11.18
244,2011,T. Boult,Delhi Capitals,1.8,0,14,7.78
244,2011,J. Hazlewood,Chennai Super Kings,1.9,0,16,8.42
244,2011,M. Pathirana,Chennai Super Kings,3.5,1,38,10.86
244,2011,M. Markande,Chennai Super Kings,2.2,0,18,8.18
244,2011,A. Nortje,Chennai Super Kings,1.1,1,6,5.45
244,2011,H. Rauf,Chennai Super Kings,3.4,1,36,10.59
244,2011,R. Ashwin,Chennai Super Kings,3.0,1,20,6.67
245,2011,Y. Chahal,Sunrisers Hyderabad,3.7,3,34,9.19
245,2011,P. Chawla,Sunrisers Hyderabad,4.0,2,32,8.0
245,2011,R. Ashwin,Sunrisers Hyderabad,1.2,0,10,8.33
245,2011,J. Bumrah,Sunrisers Hyderabad,1.2,0,8,6.67
245,2011,W. Sundar,Sunrisers Hyderabad,2.5,2,16,6.4
245,2011,S. Nadeem,Mumbai Indians,1.5,4,17,11.33
245,2011,K. Rabada,Mumbai Indians,3.8,0,37,9.74
245,2011,D. Kuldekar,Mumbai Indians,1.2,1,14,11.67
245,2011,M. Markande,Mumbai Indians,3.6,0,33,9.17
246,2011,B. Kumar,Delhi Capitals,3.1,0,35,11.29
246,2011,T. Natarajan,Delhi Capitals,2.4,0,15,6.25
246,2011,T. Boult,Delhi Capitals,2.5,2,23,9.2
246,2011,A. Nortje,Delhi Capitals,2.7,1,31,11.48
246,2011,D. Chahar,Punjab Kings,2.2,1,25,11.36
