order_id,restaurant_id,city,cuisine,order_date,items_ordered,order_value,discount_amt,final_amount,delivery_time,order_rating,price_category,rest_type
ORD003655,R01914,Hyderabad,Continental,2023-12-08,3,408,81,327,28,,Budget,Casual Dining
ORD003656,R01677,Jaipur,Mexican,2024-07-01,5,1494,448,1046,44,3.4,Mid-Range,Cloud Kitchen
ORD003657,R01014,Jaipur,Italian,2024-06-25,2,813,162,651,57,,Mid-Range,Casual Dining
ORD003658,R01296,Lucknow,Continental,2024-04-09,1,588,0,588,88,,Premium,Quick Bites
ORD003659,R00193,Delhi,Mexican,2024-02-07,3,457,45,412,47,3.5,Budget,Casual Dining
ORD003660,R00924,Jaipur,Continental,2023-12-05,2,820,82,738,70,,Mid-Range,Fine Dining
ORD003661,R00237,Mumbai,Biryani,2024-06-17,5,1376,0,1376,29,4.0,Mid-Range,Cloud Kitchen
ORD003662,R00014,Bangalore,North Indian,2023-05-29,1,219,21,198,61,2.5,Budget,Casual Dining
ORD003663,R01564,Delhi,Desserts,2024-05-23,5,595,119,476,71,3.3,Budget,Cloud Kitchen
ORD003664,R01845,Hyderabad,Continental,2024-03-02,5,1772,354,1418,20,3.1,Mid-Range,Quick Bites
ORD003665,R01283,Lucknow,Continental,2023-02-06,4,826,165,661,35,4.6,Mid-Range,Casual Dining
ORD003666,R01638,Chennai,Chinese,2023-02-03,3,2021,0,2021,56,4.8,Premium,Fine Dining
ORD003667,R01227,Chennai,Chinese,2024-08-09,2,414,124,290,54,3.1,Budget,Cloud Kitchen
ORD003668,R01740,Hyderabad,Italian,2024-02-05,1,109,32,77,73,3.5,Budget,Casual Dining
ORD003669,R01890,Mumbai,Mexican,2023-10-18,1,938,93,845,28,,Premium,Casual Dining
ORD003670,R01027,Delhi,North Indian,2024-01-22,1,156,0,156,78,3.5,Budget,Quick Bites
ORD003671,R01678,Hyderabad,North Indian,2023-05-23,1,130,0,130,78,3.8,Budget,Casual Dining
ORD003672,R01354,Kolkata,Fast Food,2023-04-26,3,651,260,391,41,3.6,Mid-Range,Cafe
ORD003673,R01396,Ahmedabad,Continental,2024-03-25,3,1705,0,1705,56,4.3,Premium,Cloud Kitchen
ORD003674,R01798,Jaipur,Desserts,2023-10-31,2,546,218,328,34,4.1,Mid-Range,Quick Bites
ORD003675,R01368,Mumbai,South Indian,2024-12-09,3,943,0,943,48,,Mid-Range,Casual Dining
ORD003676,R00075,Pune,Mexican,2024-12-14,5,829,0,829,39,3.3,Budget,Casual Dining
ORD003677,R01472,Jaipur,South Indian,2023-06-14,3,557,167,390,34,3.3,Mid-Range,Cloud Kitchen
ORD003678,R01464,Chennai,Italian,2023-12-10,2,543,271,272,85,,Mid-Range,Cafe
ORD003679,R01430,Bangalore,Chinese,2023-12-28,5,2245,224,2021,82,3.8,Mid-Range,Casual Dining
ORD003680,R00079,Mumbai,Fast Food,2023-01-19,2,558,111,447,49,,Mid-Range,Casual Dining
ORD003681,R01150,Mumbai,South Indian,2023-09-12,1,68,27,41,26,,Budget,Casual Dining
ORD003682,R00193,Delhi,Mexican,2023-10-20,5,680,68,612,44,,Budget,Casual Dining
ORD003683,R01058,Delhi,Chinese,2023-11-07,2,708,212,496,61,3.5,Mid-Range,Cloud Kitchen
ORD003684,R01415,Lucknow,Continental,2024-07-25,1,286,0,286,22,,Mid-Range,Cloud Kitchen
ORD003685,R00678,Jaipur,South Indian,2024-09-19,4,3441,1032,2409,43,4.3,Premium,Casual Dining
ORD003686,R01938,Delhi,Desserts,2023-02-26,1,360,36,324,20,4.1,Mid-Range,Dhaba
ORD003687,R01995,Mumbai,South Indian,2024-10-28,4,772,231,541,52,4.1,Budget,Quick Bites
ORD003688,R00083,Hyderabad,Chinese,2023-04-07,2,141,14,127,62,3.3,Budget,Cafe
ORD003689,R01580,Jaipur,Chinese,2023-06-28,3,278,55,223,72,3.8,Budget,Casual Dining
ORD003690,R00259,Pune,Fast Food,2023-08-12,5,347,0,347,22,,Budget,Casual Dining
ORD003691,R00335,Kolkata,North Indian,2023-03-18,1,157,0,157,65,3.9,Budget,Casual Dining
ORD003692,R00794,Mumbai,Continental,2023-02-12,2,612,0,612,33,,Mid-Range,Cloud Kitchen
ORD003693,R00178,Chennai,Desserts,2024-04-01,1,301,90,211,80,3.6,Mid-Range,Casual Dining
ORD003694,R01332,Lucknow,North Indian,2024-01-12,1,69,20,49,61,3.3,Budget,Cafe
ORD003695,R01650,Hyderabad,North Indian,2024-06-27,5,3061,306,2755,58,,Premium,Fine Dining
ORD003696,R01909,Mumbai,Desserts,2024-09-29,1,150,0,150,27,4.1,Budget,Fine Dining
ORD003697,R00310,Lucknow,Chinese,2023-07-16,3,456,136,320,34,,Budget,Casual Dining
ORD003698,R00262,Kolkata,Mexican,2024-10-07,1,274,82,192,54,4.5,Mid-Range,Quick Bites
ORD003699,R01487,Pune,Fast Food,2023-04-02,3,759,303,456,34,,Mid-Range,Casual Dining
ORD003700,R01731,Chennai,Thai,2023-03-04,2,772,308,464,45,3.9,Mid-Range,Cloud Kitchen
ORD003701,R01133,Pune,Continental,2024-06-22,5,956,191,765,41,2.8,Budget,Fine Dining
ORD003702,R00283,Mumbai,Continental,2023-12-18,4,1440,288,1152,31,3.0,Mid-Range,Cafe
ORD003703,R01011,Mumbai,Continental,2023-11-19,5,4164,416,3748,49,3.8,Premium,Cloud Kitchen
ORD003704,R00152,Lucknow,Continental,2023-05-08,1,810,243,567,42,,Premium,Cloud Kitchen
ORD003705,R01543,Jaipur,Italian,2024-11-17,4,1273,509,764,38,4.0,Mid-Range,Quick Bites
ORD003706,R01239,Lucknow,Desserts,2024-07-28,1,229,0,229,34,3.6,Mid-Range,Quick Bites
ORD003707,R00325,Delhi,South Indian,2024-02-11,3,1123,112,1011,42,4.3,Mid-Range,Casual Dining
ORD003708,R01643,Delhi,Chinese,2024-03-18,4,669,200,469,90,,Budget,Cloud Kitchen
ORD003709,R00546,Ahmedabad,Thai,2023-02-22,2,324,0,324,19,3.7,Budget,Cafe
ORD003710,R01077,Mumbai,Thai,2024-08-10,5,3244,973,2271,79,4.8,Premium,Dhaba
ORD003711,R00311,Delhi,Mexican,2023-01-14,4,532,159,373,49,,Budget,Quick Bites
ORD003712,R01071,Jaipur,Mexican,2023-05-23,4,1392,278,1114,23,,Mid-Range,Quick Bites
ORD003713,R00184,Jaipur,Italian,2024-05-18,1,222,88,134,39,,Mid-Range,Quick Bites
ORD003714,R00108,Chennai,Fast Food,2024-09-18,2,448,0,448,61,4.3,Mid-Range,Quick Bites
ORD003715,R01856,Bangalore,Biryani,2023-07-04,5,2083,416,1667,16,3.1,Premium,Casual Dining
ORD003716,R00677,Kolkata,Desserts,2023-05-20,5,754,75,679,49,,Budget,Quick Bites
ORD003717,R00552,Bangalore,Fast Food,2024-07-07,2,1147,458,689,67,4.1,Premium,Casual Dining
ORD003718,R01642,Hyderabad,Italian,2023-10-29,2,716,286,430,80,,Mid-Range,Fine Dining
ORD003719,R01044,Pune,North Indian,2024-02-12,4,2550,510,2040,25,4.8,Premium,Casual Dining
ORD003720,R01544,Bangalore,Continental,2023-10-17,5,986,0,986,24,3.4,Budget,Cloud Kitchen
ORD003721,R01367,Bangalore,South Indian,2023-06-01,5,1221,0,1221,79,4.1,Mid-Range,Cafe
ORD003722,R01262,Ahmedabad,Mexican,2024-09-10,3,2372,711,1661,38,2.9,Premium,Casual Dining
ORD003723,R00259,Pune,Fast Food,2024-05-22,5,429,0,429,25,,Budget,Casual Dining
ORD003724,R01967,Bangalore,North Indian,2023-05-29,1,136,13,123,48,3.7,Budget,Cafe
ORD003725,R00076,Pune,Desserts,2024-06-14,1,118,11,107,25,,Budget,Quick Bites
ORD003726,R00194,Jaipur,South Indian,2024-10-04,1,263,78,185,24,3.4,Mid-Range,Cafe
ORD003727,R00621,Pune,Chinese,2024-05-31,4,920,92,828,75,,Mid-Range,Casual Dining
ORD003728,R00942,Bangalore,Continental,2023-09-19,5,2065,0,2065,25,4.2,Mid-Range,Cafe
ORD003729,R01555,Mumbai,Chinese,2023-03-07,2,213,42,171,40,,Budget,Casual Dining
ORD003730,R01783,Ahmedabad,Continental,2023-04-24,5,1382,276,1106,40,3.5,Mid-Range,Casual Dining
ORD003731,R00699,Ahmedabad,North Indian,2024-12-21,3,768,0,768,61,3.5,Mid-Range,Quick Bites
ORD003732,R00041,Chennai,Thai,2024-03-23,5,2032,406,1626,44,4.4,Mid-Range,Dhaba
ORD003733,R00679,Mumbai,Thai,2023-04-09,2,400,80,320,29,3.2,Budget,Dhaba
ORD003734,R01039,Chennai,Thai,2023-12-08,4,3480,1044,2436,43,,Premium,Cloud Kitchen
ORD003735,R01329,Pune,Italian,2023-05-01,3,936,374,562,48,3.5,Mid-Range,Fine Dining
ORD003736,R00903,Mumbai,Fast Food,2023-01-05,5,752,75,677,43,,Budget,Cafe
ORD003737,R01160,Bangalore,North Indian,2023-10-29,3,681,272,409,88,,Mid-Range,Quick Bites
ORD003738,R01420,Jaipur,Thai,2023-06-21,1,253,0,253,26,3.6,Mid-Range,Casual Dining
ORD003739,R01904,Chennai,Chinese,2023-11-21,5,777,155,622,86,3.2,Budget,Casual Dining
ORD003740,R00616,Jaipur,Fast Food,2024-09-18,5,1688,0,1688,52,4.6,Mid-Range,Cloud Kitchen
ORD003741,R01899,Jaipur,Italian,2024-08-18,1,585,117,468,68,3.9,Premium,Cloud Kitchen
ORD003742,R00239,Lucknow,Thai,2024-09-05,3,1079,323,756,50,3.9,Mid-Range,Dhaba
ORD003743,R01215,Delhi,South Indian,2024-10-12,5,442,44,398,64,3.1,Budget,Dhaba
ORD003744,R01159,Pune,Desserts,2024-08-02,1,231,23,208,42,3.1,Mid-Range,Cloud Kitchen
ORD003745,R00096,Delhi,Thai,2024-03-16,3,2946,0,2946,19,4.0,Premium,Quick Bites
ORD003746,R00512,Delhi,Chinese,2023-04-24,2,206,0,206,43,,Budget,Casual Dining
ORD003747,R01646,Ahmedabad,South Indian,2024-12-11,2,549,0,549,26,4.1,Mid-Range,Casual Dining
ORD003748,R00852,Kolkata,Biryani,2023-10-20,5,1947,389,1558,59,4.6,Mid-Range,Casual Dining
ORD003749,R01770,Mumbai,South Indian,2024-08-21,3,473,189,284,44,,Budget,Quick Bites
ORD003750,R01809,Mumbai,Thai,2024-02-15,3,548,109,439,19,3.2,Budget,Quick Bites
ORD003751,R01439,Mumbai,Continental,2024-09-21,5,2412,0,2412,26,4.8,Premium,Cloud Kitchen
ORD003752,R00782,Mumbai,Mexican,2023-05-03,5,2839,567,2272,48,4.7,Premium,Quick Bites
ORD003753,R01758,Mumbai,Thai,2023-07-07,4,226,45,181,30,,Budget,Quick Bites
ORD003754,R01771,Pune,North Indian,2024-05-04,1,126,25,101,50,3.1,Budget,Cafe
ORD003755,R01139,Delhi,Thai,2023-04-10,5,985,197,788,58,,Mid-Range,Casual Dining
ORD003756,R00058,Jaipur,Chinese,2023-03-27,3,416,166,250,40,3.5,Budget,Casual Dining
ORD003757,R00364,Chennai,Continental,2024-06-27,4,219,43,176,54,3.3,Budget,Cloud Kitchen
ORD003758,R00639,Lucknow,North Indian,2023-02-18,4,2866,573,2293,54,4.6,Premium,Casual Dining
ORD003759,R01301,Hyderabad,Fast Food,2024-01-19,3,891,178,713,41,3.9,Mid-Range,Casual Dining
ORD003760,R01871,Lucknow,Biryani,2024-07-24,3,2476,247,2229,42,,Premium,Cloud Kitchen
ORD003761,R01820,Chennai,South Indian,2023-02-13,3,958,191,767,63,5.1,Mid-Range,Fine Dining
ORD003762,R01310,Pune,Continental,2023-04-20,4,967,96,871,59,3.9,Mid-Range,Cloud Kitchen
ORD003763,R01722,Chennai,Italian,2024-09-17,1,59,0,59,30,3.9,Budget,Casual Dining
ORD003764,R00532,Jaipur,Desserts,2024-06-05,3,2088,0,2088,65,3.5,Premium,Quick Bites
ORD003765,R01751,Mumbai,Thai,2023-07-10,5,906,90,816,41,3.7,Budget,Casual Dining
ORD003766,R00700,Pune,Fast Food,2024-07-11,1,42,16,26,20,3.2,Budget,Quick Bites
ORD003767,R01038,Kolkata,Desserts,2024-02-06,2,514,154,360,71,4.2,Mid-Range,Cloud Kitchen
ORD003768,R00192,Mumbai,Chinese,2024-07-11,4,376,150,226,42,,Budget,Casual Dining
ORD003769,R00375,Kolkata,South Indian,2023-05-31,1,101,10,91,26,,Budget,Casual Dining
ORD003770,R00582,Chennai,Italian,2024-06-19,2,607,60,547,23,4.1,Mid-Range,Quick Bites
ORD003771,R00868,Ahmedabad,Desserts,2024-05-02,5,351,0,351,72,,Budget,Casual Dining
ORD003772,R00866,Mumbai,Mexican,2023-01-19,4,1598,799,799,23,3.6,Mid-Range,Cloud Kitchen
ORD003773,R01415,Lucknow,Continental,2024-11-10,1,281,0,281,34,3.3,Mid-Range,Cloud Kitchen
ORD003774,R01487,Pune,Fast Food,2024-05-11,5,1042,416,626,53,3.1,Mid-Range,Casual Dining
ORD003775,R01588,Ahmedabad,North Indian,2024-09-04,4,1366,0,1366,27,3.6,Mid-Range,Quick Bites
ORD003776,R01643,Delhi,Chinese,2024-07-31,4,693,207,486,62,4.2,Budget,Cloud Kitchen
ORD003777,R00438,Pune,Desserts,2024-01-31,1,339,135,204,30,4.0,Mid-Range,Fine Dining
ORD003778,R01847,Pune,Continental,2023-03-01,3,340,136,204,81,3.5,Budget,Casual Dining
ORD003779,R00013,Pune,Continental,2024-09-28,3,583,58,525,55,3.3,Budget,Cafe
ORD003780,R00625,Bangalore,Desserts,2023-10-25,2,820,246,574,43,,Mid-Range,Casual Dining
ORD003781,R01672,Pune,Thai,2023-09-17,1,182,36,146,58,,Budget,Quick Bites
ORD003782,R00493,Mumbai,Fast Food,2023-12-24,5,557,55,502,79,3.3,Budget,Casual Dining
ORD003783,R00893,Chennai,North Indian,2024-05-12,3,1003,200,803,38,,Mid-Range,Fine Dining
ORD003784,R01118,Kolkata,Desserts,2024-03-25,5,1171,117,1054,46,3.8,Mid-Range,Dhaba
ORD003785,R01152,Hyderabad,Italian,2023-09-20,4,677,203,474,53,4.0,Budget,Quick Bites
ORD003786,R00924,Jaipur,Continental,2024-07-29,3,1173,117,1056,79,,Mid-Range,Fine Dining
ORD003787,R00918,Delhi,North Indian,2023-05-11,5,2831,1415,1416,86,4.6,Premium,Casual Dining
ORD003788,R01133,Pune,Continental,2024-02-06,1,177,35,142,35,,Budget,Fine Dining
ORD003789,R00663,Mumbai,South Indian,2024-11-09,1,173,86,87,89,3.4,Budget,Cloud Kitchen
ORD003790,R00593,Jaipur,Italian,2024-05-18,3,867,0,867,26,3.4,Mid-Range,Quick Bites
ORD003791,R01807,Lucknow,North Indian,2024-03-10,1,248,0,248,51,3.5,Mid-Range,Cloud Kitchen
ORD003792,R00899,Ahmedabad,Desserts,2024-01-09,5,849,339,510,37,,Budget,Fine Dining
ORD003793,R00823,Chennai,Fast Food,2023-09-05,2,233,69,164,61,3.2,Budget,Quick Bites
ORD003794,R00040,Jaipur,Biryani,2024-10-18,1,254,0,254,31,3.3,Mid-Range,Casual Dining
ORD003795,R00213,Jaipur,Fast Food,2024-12-03,4,1984,0,1984,39,,Premium,Dhaba
ORD003796,R00076,Pune,Desserts,2024-05-08,1,95,9,86,16,3.5,Budget,Quick Bites
ORD003797,R01506,Delhi,Desserts,2024-12-11,5,409,81,328,64,,Budget,Casual Dining
ORD003798,R00018,Bangalore,South Indian,2023-05-01,1,156,0,156,38,4.4,Budget,Dhaba
ORD003799,R01763,Pune,Thai,2023-07-06,1,177,0,177,71,2.8,Budget,Quick Bites
ORD003800,R00665,Delhi,North Indian,2023-03-20,4,2725,1090,1635,21,4.1,Premium,Cafe
ORD003801,R00006,Kolkata,Continental,2023-10-22,2,375,0,375,26,,Mid-Range,Cloud Kitchen
ORD003802,R01190,Mumbai,Italian,2023-08-12,3,268,26,242,62,,Budget,Quick Bites
ORD003803,R00914,Delhi,South Indian,2023-06-19,2,1667,166,1501,51,4.6,Premium,Fine Dining
ORD003804,R01243,Jaipur,Mexican,2023-01-08,3,551,0,551,76,2.6,Budget,Casual Dining
ORD003805,R00804,Bangalore,Fast Food,2024-05-15,3,247,0,247,56,4.5,Budget,Quick Bites
ORD003806,R01251,Delhi,Thai,2023-12-05,1,284,113,171,81,,Mid-Range,Dhaba
ORD003807,R01694,Kolkata,South Indian,2023-01-30,4,1040,0,1040,30,3.0,Mid-Range,Quick Bites
ORD003808,R01613,Jaipur,Mexican,2024-11-09,5,942,0,942,33,3.2,Budget,Dhaba
ORD003809,R00804,Bangalore,Fast Food,2024-03-11,5,457,0,457,76,3.3,Budget,Quick Bites
ORD003810,R01410,Jaipur,Mexican,2023-07-29,1,107,10,97,30,,Budget,Cloud Kitchen
ORD003811,R00524,Pune,Desserts,2023-05-01,4,2063,412,1651,35,3.9,Premium,Casual Dining
ORD003812,R00493,Mumbai,Fast Food,2023-04-26,5,615,61,554,54,3.8,Budget,Casual Dining
ORD003813,R01094,Delhi,South Indian,2023-09-08,3,436,87,349,37,4.0,Budget,Quick Bites
ORD003814,R01575,Lucknow,Continental,2024-11-04,5,250,100,150,52,3.6,Budget,Casual Dining
ORD003815,R00677,Kolkata,Desserts,2023-03-27,1,162,16,146,41,3.5,Budget,Quick Bites
ORD003816,R01019,Ahmedabad,Biryani,2024-11-23,1,55,0,55,60,,Budget,Dhaba
ORD003817,R00295,Kolkata,Chinese,2023-05-19,2,198,39,159,39,,Budget,Casual Dining
ORD003818,R01712,Pune,Desserts,2024-05-23,2,286,114,172,39,3.7,Budget,Casual Dining
ORD003819,R01873,Pune,Chinese,2023-01-20,2,201,60,141,29,2.7,Budget,Cloud Kitchen
ORD003820,R01137,Kolkata,Mexican,2023-03-15,5,1657,331,1326,77,,Mid-Range,Quick Bites
ORD003821,R00655,Chennai,Italian,2023-08-13,1,1019,305,714,68,3.6,Premium,Cloud Kitchen
ORD003822,R01357,Chennai,North Indian,2023-05-12,1,120,24,96,42,4.5,Budget,Casual Dining
ORD003823,R00444,Hyderabad,Fast Food,2024-08-16,3,306,61,245,73,2.6,Budget,Quick Bites
ORD003824,R01120,Chennai,Italian,2024-08-16,2,154,0,154,53,,Budget,Cloud Kitchen
ORD003825,R00462,Hyderabad,Fast Food,2023-12-16,3,634,63,571,27,2.6,Mid-Range,Cloud Kitchen
ORD003826,R01650,Hyderabad,North Indian,2023-04-04,5,3046,304,2742,58,4.8,Premium,Fine Dining
ORD003827,R00905,Mumbai,North Indian,2023-09-15,4,813,243,570,67,3.0,Budget,Casual Dining
ORD003828,R01396,Ahmedabad,Continental,2024-10-27,5,3097,0,3097,76,,Premium,Cloud Kitchen
ORD003829,R00467,Kolkata,Biryani,2023-09-23,1,191,0,191,52,,Budget,Cafe
ORD003830,R00136,Bangalore,Continental,2023-02-23,5,1296,388,908,67,,Mid-Range,Fine Dining
ORD003831,R00680,Bangalore,North Indian,2024-12-17,5,1614,161,1453,49,,Mid-Range,Cloud Kitchen
ORD003832,R00694,Hyderabad,Desserts,2024-03-17,1,225,22,203,18,3.3,Mid-Range,Casual Dining
ORD003833,R00600,Pune,Chinese,2024-11-28,4,1061,0,1061,44,,Mid-Range,Casual Dining
ORD003834,R01777,Jaipur,Biryani,2024-04-01,2,1512,0,1512,55,,Premium,Dhaba
ORD003835,R01868,Bangalore,Biryani,2023-09-10,5,506,0,506,65,3.8,Budget,Quick Bites
ORD003836,R01365,Hyderabad,Desserts,2023-10-03,1,81,16,65,33,2.8,Budget,Quick Bites
ORD003837,R00490,Jaipur,Mexican,2024-01-13,4,1272,381,891,25,2.9,Mid-Range,Quick Bites
ORD003838,R00905,Mumbai,North Indian,2023-06-25,5,919,275,644,77,2.9,Budget,Casual Dining
ORD003839,R00070,Jaipur,Mexican,2023-07-12,5,1828,0,1828,53,4.0,Premium,Quick Bites
ORD003840,R00129,Pune,Chinese,2023-04-29,1,220,66,154,50,4.5,Mid-Range,Cloud Kitchen
ORD003841,R00353,Lucknow,Desserts,2023-02-08,2,158,63,95,71,2.9,Budget,Cloud Kitchen
ORD003842,R00327,Ahmedabad,Fast Food,2024-08-31,1,146,58,88,60,4.0,Budget,Casual Dining
ORD003843,R00323,Delhi,South Indian,2023-07-17,1,319,159,160,80,3.9,Mid-Range,Cloud Kitchen
ORD003844,R01975,Kolkata,Italian,2024-09-30,3,691,0,691,75,,Budget,Casual Dining
ORD003845,R00323,Delhi,South Indian,2024-10-25,2,646,323,323,57,3.4,Mid-Range,Cloud Kitchen
ORD003846,R00504,Pune,Biryani,2023-12-12,5,1340,0,1340,87,,Mid-Range,Cloud Kitchen
ORD003847,R00213,Jaipur,Fast Food,2024-11-28,1,619,0,619,32,,Premium,Dhaba
ORD003848,R00187,Kolkata,Mexican,2024-11-25,3,1079,215,864,38,,Mid-Range,Dhaba
ORD003849,R01560,Jaipur,Fast Food,2023-07-18,2,1877,375,1502,42,4.2,Premium,Casual Dining
ORD003850,R00890,Ahmedabad,North Indian,2024-03-24,1,255,25,230,71,,Mid-Range,Quick Bites
ORD003851,R01652,Delhi,Italian,2023-01-24,4,472,141,331,63,3.6,Budget,Cloud Kitchen
ORD003852,R01051,Jaipur,Mexican,2024-07-31,2,505,252,253,79,,Mid-Range,Casual Dining
ORD003853,R01687,Pune,Desserts,2024-01-14,5,1922,768,1154,46,3.9,Mid-Range,Cloud Kitchen
ORD003854,R00195,Pune,Mexican,2023-03-23,5,588,0,588,22,,Budget,Quick Bites
ORD003855,R01807,Lucknow,North Indian,2023-02-07,5,1303,0,1303,53,,Mid-Range,Cloud Kitchen
ORD003856,R01673,Pune,Biryani,2023-04-20,3,558,167,391,79,,Budget,Casual Dining
ORD003857,R01246,Ahmedabad,Mexican,2023-09-14,3,915,0,915,64,3.6,Mid-Range,Quick Bites
ORD003858,R00301,Bangalore,Chinese,2023-02-07,3,1113,0,1113,43,,Mid-Range,Quick Bites
ORD003859,R01602,Hyderabad,Mexican,2023-07-01,4,1057,105,952,86,,Mid-Range,Cafe
ORD003860,R01293,Ahmedabad,Mexican,2024-01-22,5,1440,144,1296,83,4.0,Mid-Range,Casual Dining
ORD003861,R01658,Pune,Continental,2024-06-18,4,1371,0,1371,24,3.8,Mid-Range,Cloud Kitchen
ORD003862,R00726,Pune,Italian,2024-05-29,2,479,47,432,46,,Mid-Range,Cafe
ORD003863,R01384,Ahmedabad,South Indian,2023-10-25,2,1212,0,1212,56,5.4,Premium,Casual Dining
ORD003864,R01451,Delhi,Fast Food,2024-07-14,4,3118,623,2495,42,,Premium,Quick Bites
ORD003865,R00789,Lucknow,Fast Food,2024-01-28,1,776,0,776,34,4.4,Premium,Casual Dining
ORD003866,R00123,Lucknow,South Indian,2024-08-07,1,71,35,36,69,4.9,Budget,Casual Dining
ORD003867,R00273,Chennai,Continental,2024-08-07,5,1478,147,1331,58,,Mid-Range,Casual Dining
ORD003868,R01203,Jaipur,Fast Food,2023-12-27,3,364,145,219,56,3.7,Budget,Cloud Kitchen
ORD003869,R01235,Bangalore,Italian,2024-07-03,5,1676,0,1676,23,4.0,Mid-Range,Quick Bites
ORD003870,R01761,Hyderabad,Thai,2023-08-10,5,944,0,944,43,3.5,Mid-Range,Quick Bites
ORD003871,R01564,Delhi,Desserts,2023-07-24,1,119,23,96,79,,Budget,Cloud Kitchen
ORD003872,R00536,Bangalore,Biryani,2024-09-16,3,2378,237,2141,21,,Premium,Cloud Kitchen
ORD003873,R00027,Pune,Fast Food,2023-08-26,4,421,126,295,30,4.6,Budget,Casual Dining
ORD003874,R01930,Pune,Chinese,2023-02-01,5,908,0,908,58,,Mid-Range,Fine Dining
ORD003875,R01889,Lucknow,Chinese,2023-09-09,2,418,125,293,80,2.9,Mid-Range,Quick Bites
ORD003876,R00293,Bangalore,Fast Food,2023-07-16,2,255,25,230,45,,Budget,Casual Dining
ORD003877,R00566,Bangalore,South Indian,2023-12-19,3,3253,650,2603,36,,Premium,Fine Dining
ORD003878,R01756,Hyderabad,Italian,2023-05-19,4,277,27,250,60,4.2,Budget,Cloud Kitchen
ORD003879,R00966,Lucknow,Continental,2023-12-02,5,1327,265,1062,68,3.9,Mid-Range,Quick Bites
ORD003880,R01174,Hyderabad,Continental,2023-08-14,4,509,101,408,48,,Budget,Casual Dining
ORD003881,R01249,Bangalore,Fast Food,2023-02-18,1,98,29,69,49,4.5,Budget,Casual Dining
ORD003882,R01006,Delhi,Fast Food,2024-10-11,3,817,408,409,48,3.5,Mid-Range,Quick Bites
ORD003883,R01344,Chennai,Biryani,2023-10-21,3,570,0,570,18,,Budget,Cloud Kitchen
ORD003884,R00772,Kolkata,Continental,2023-12-01,5,1704,170,1534,35,4.1,Mid-Range,Quick Bites
ORD003885,R00540,Kolkata,Mexican,2024-01-12,1,109,0,109,38,,Budget,Cafe
ORD003886,R00541,Ahmedabad,Thai,2023-02-27,4,1081,216,865,58,2.6,Mid-Range,Casual Dining
ORD003887,R00468,Mumbai,Fast Food,2023-05-22,1,164,16,148,55,3.6,Budget,Quick Bites
ORD003888,R00532,Jaipur,Desserts,2024-11-25,2,1066,0,1066,67,,Premium,Quick Bites
ORD003889,R00296,Delhi,Fast Food,2024-09-16,4,3852,385,3467,47,3.4,Premium,Cafe
ORD003890,R00541,Ahmedabad,Thai,2024-12-03,3,843,168,675,67,,Mid-Range,Casual Dining
ORD003891,R01998,Jaipur,Mexican,2024-05-15,2,511,0,511,55,3.4,Mid-Range,Cafe
ORD003892,R00617,Pune,Chinese,2023-03-10,4,3303,990,2313,43,4.1,Premium,Casual Dining
ORD003893,R00592,Hyderabad,Chinese,2024-05-02,5,736,0,736,28,3.1,Budget,Quick Bites
ORD003894,R01566,Hyderabad,Thai,2023-01-12,2,299,29,270,20,3.5,Budget,Casual Dining
ORD003895,R01793,Lucknow,North Indian,2024-03-13,4,839,83,756,30,,Mid-Range,Quick Bites
ORD003896,R01908,Hyderabad,Mexican,2024-12-02,5,1683,0,1683,51,,Mid-Range,Cafe
ORD003897,R01381,Pune,Mexican,2023-03-04,4,967,290,677,50,3.8,Mid-Range,Dhaba
ORD003898,R01239,Lucknow,Desserts,2023-06-21,5,1442,0,1442,31,3.8,Mid-Range,Quick Bites
ORD003899,R01128,Lucknow,North Indian,2024-10-11,4,414,82,332,42,3.4,Budget,Cafe
ORD003900,R00858,Chennai,Chinese,2024-12-08,1,119,11,108,28,3.6,Budget,Casual Dining
ORD003901,R00443,Jaipur,Chinese,2024-10-02,2,182,0,182,46,4.1,Budget,Casual Dining
ORD003902,R00145,Jaipur,South Indian,2024-11-07,4,856,0,856,17,3.4,Budget,Casual Dining
ORD003903,R01432,Lucknow,Italian,2023-01-30,5,1707,170,1537,81,3.2,Mid-Range,Quick Bites
ORD003904,R01757,Chennai,Biryani,2023-12-12,5,1017,101,916,74,3.0,Budget,Casual Dining
ORD003905,R01437,Ahmedabad,Chinese,2023-01-09,4,694,138,556,54,,Budget,Quick Bites
ORD003906,R01469,Delhi,Fast Food,2023-03-06,2,400,40,360,54,,Budget,Casual Dining
ORD003907,R01094,Delhi,South Indian,2024-02-15,5,873,174,699,30,4.4,Budget,Quick Bites
ORD003908,R00701,Chennai,South Indian,2024-01-22,1,336,67,269,53,,Mid-Range,Quick Bites
ORD003909,R01220,Ahmedabad,Desserts,2024-07-24,2,377,75,302,38,4.2,Mid-Range,Dhaba
ORD003910,R00817,Ahmedabad,Thai,2023-03-29,2,776,310,466,31,3.7,Mid-Range,Quick Bites
ORD003911,R00486,Hyderabad,North Indian,2024-06-23,2,588,176,412,42,3.7,Mid-Range,Casual Dining
ORD003912,R01590,Hyderabad,North Indian,2023-05-19,1,166,66,100,47,,Budget,Quick Bites
ORD003913,R00354,Ahmedabad,Continental,2024-09-02,4,1730,173,1557,33,,Mid-Range,Casual Dining
