restaurant_id,name,city,area,cuisine,price_category,rest_type,avg_cost_two,rating,votes,avg_delivery_time,is_veg,discount_pct,online_order
R00534,Restaurant_534,Ahmedabad,Bandra,"Biryani, Desserts, Italian",Budget,Quick Bites,114,3.0,1019,59,False,20,True
R00535,Restaurant_535,Mumbai,Gomti Nagar,Fast Food,Mid-Range,Fine Dining,438,3.3,146,23,True,20,True
R00536,Restaurant_536,Bangalore,Bandra,"Biryani, North Indian, Fast Food",Premium,Cloud Kitchen,1722,4.5,331,21,True,10,True
R00537,Restaurant_537,Kolkata,Anna Nagar,"Italian, North Indian",Mid-Range,Cloud Kitchen,561,3.9,218,39,False,10,False
R00538,Restaurant_538,Bangalore,Connaught Place,"Italian, Biryani, Mexican",Budget,Cafe,288,3.7,233,55,True,40,True
R00539,Restaurant_539,Jaipur,Malviya Nagar,"Biryani, Desserts",Mid-Range,Quick Bites,794,3.7,97,27,False,20,True
R00540,Restaurant_540,Kolkata,Navrangpura,"Mexican, Continental, Italian",Budget,Cafe,196,3.3,366,36,True,0,True
R00541,Restaurant_541,Ahmedabad,Salt Lake,Thai,Mid-Range,Casual Dining,551,2.7,746,53,False,20,True
R00542,Restaurant_542,Pune,Koramangala,"Desserts, North Indian",Premium,Cloud Kitchen,931,3.6,2035,58,True,10,True
R00543,Restaurant_543,Delhi,Bandra,"Biryani, Italian",Budget,Quick Bites,387,3.6,241,29,True,10,True
R00544,Restaurant_544,Hyderabad,Bandra,"Fast Food, Thai, Chinese",Mid-Range,Cloud Kitchen,688,3.9,152,38,True,0,True
R00545,Restaurant_545,Kolkata,Malviya Nagar,Desserts,Premium,Cloud Kitchen,855,4.8,2518,60,False,0,True
R00546,Restaurant_546,Ahmedabad,Jubilee Hills,"Thai, Chinese",Budget,Cafe,277,3.9,975,23,False,0,True
R00547,Restaurant_547,Ahmedabad,Anna Nagar,South Indian,Premium,Casual Dining,1875,3.6,1034,44,False,0,True
R00548,Restaurant_548,Bangalore,Koramangala,North Indian,Budget,Casual Dining,331,2.6,50,50,False,0,True
R00549,Restaurant_549,Hyderabad,Kothrud,"South Indian, Fast Food",Mid-Range,Quick Bites,498,3.4,86,60,False,20,True
R00550,Restaurant_550,Hyderabad,Anna Nagar,"Italian, Mexican, Chinese",Mid-Range,Casual Dining,428,3.3,172,61,False,50,True
R00551,Restaurant_551,Pune,Jubilee Hills,Fast Food,Mid-Range,Fine Dining,789,4.4,202,20,True,10,True
R00552,Restaurant_552,Bangalore,Jubilee Hills,"Fast Food, Desserts",Premium,Casual Dining,1185,4.3,134,49,False,40,True
R00553,Restaurant_553,Kolkata,Salt Lake,Thai,Budget,Cloud Kitchen,397,4.4,886,20,False,20,False
R00554,Restaurant_554,Mumbai,Anna Nagar,"Fast Food, Mexican",Mid-Range,Quick Bites,533,3.7,565,21,False,30,True
R00555,Restaurant_555,Chennai,Kothrud,"Thai, Italian, Biryani",Premium,Quick Bites,1291,4.2,324,63,True,30,True
R00556,Restaurant_556,Mumbai,Salt Lake,"Biryani, Chinese",Mid-Range,Casual Dining,685,4.5,91,66,False,50,True
R00557,Restaurant_557,Chennai,Anna Nagar,"Fast Food, Chinese",Budget,Casual Dining,167,3.9,317,44,True,30,True
R00558,Restaurant_558,Chennai,Connaught Place,"Biryani, Mexican, Italian",Premium,Casual Dining,1716,3.8,227,52,False,0,True
R00559,Restaurant_559,Delhi,Jubilee Hills,Fast Food,Mid-Range,Casual Dining,767,3.6,420,24,False,30,True
R00560,Restaurant_560,Delhi,Koramangala,"South Indian, Biryani",Mid-Range,Casual Dining,422,3.5,21,59,True,30,True
R00561,Restaurant_561,Hyderabad,Bandra,Continental,Mid-Range,Casual Dining,437,4.2,54,24,True,40,False
R00562,Restaurant_562,Chennai,Malviya Nagar,"Fast Food, North Indian",Mid-Range,Cloud Kitchen,661,3.6,83,49,False,10,True
R00563,Restaurant_563,Jaipur,Navrangpura,"Fast Food, Continental",Budget,Quick Bites,201,4.9,1825,58,False,20,False
R00564,Restaurant_564,Mumbai,Kothrud,"Italian, Biryani, Desserts",Mid-Range,Cafe,674,4.1,1591,38,False,0,True
R00565,Restaurant_565,Mumbai,Jubilee Hills,"North Indian, Chinese, Desserts",Budget,Cloud Kitchen,243,3.1,376,64,False,20,True
R00566,Restaurant_566,Bangalore,Koramangala,"South Indian, Chinese",Premium,Fine Dining,1822,4.3,64,45,True,20,True
R00567,Restaurant_567,Mumbai,Bandra,North Indian,Premium,Quick Bites,1853,4.3,36,49,True,30,True
R00568,Restaurant_568,Hyderabad,Connaught Place,Thai,Premium,Cloud Kitchen,1267,4.7,186,22,False,20,True
R00569,Restaurant_569,Kolkata,Anna Nagar,"South Indian, North Indian, Mexican",Mid-Range,Quick Bites,751,3.7,23,28,False,20,True
R00570,Restaurant_570,Delhi,Kothrud,"North Indian, Mexican",Budget,Cloud Kitchen,260,3.4,319,36,False,10,True
R00571,Restaurant_571,Chennai,Anna Nagar,"Continental, Thai, North Indian",Premium,Cloud Kitchen,1369,3.5,116,20,False,10,True
R00572,Restaurant_572,Kolkata,Koramangala,Fast Food,Budget,Cafe,117,3.5,171,27,False,0,True
R00573,Restaurant_573,Chennai,Malviya Nagar,"Italian, Chinese",Premium,Cloud Kitchen,1617,4.1,1451,47,True,20,True
R00574,Restaurant_574,Delhi,Bandra,"Fast Food, Italian, Mexican",Premium,Casual Dining,1849,4.5,655,65,False,0,False
R00575,Restaurant_575,Jaipur,Anna Nagar,"South Indian, Italian, Biryani",Budget,Quick Bites,362,3.7,1505,25,False,50,True
R00576,Restaurant_576,Mumbai,Jubilee Hills,Desserts,Budget,Dhaba,113,4.2,1053,31,True,30,True
R00577,Restaurant_577,Lucknow,Gomti Nagar,"Continental, South Indian",Mid-Range,Cloud Kitchen,769,3.7,217,44,True,0,True
R00578,Restaurant_578,Mumbai,Kothrud,"Thai, Desserts",Premium,Fine Dining,1656,4.3,970,32,False,10,True
R00579,Restaurant_579,Hyderabad,Koramangala,North Indian,Mid-Range,Quick Bites,601,3.4,698,45,True,30,True
R00580,Restaurant_580,Ahmedabad,Anna Nagar,South Indian,Mid-Range,Casual Dining,529,4.2,3958,67,False,10,True
R00581,Restaurant_581,Hyderabad,Gomti Nagar,Thai,Mid-Range,Fine Dining,483,3.4,772,24,False,20,True
R00582,Restaurant_582,Chennai,Kothrud,"Italian, Thai, Continental",Mid-Range,Quick Bites,507,4.3,453,24,True,10,True
R00583,Restaurant_583,Chennai,Connaught Place,"Mexican, North Indian, Thai",Premium,Quick Bites,1669,3.2,101,57,False,0,True
R00584,Restaurant_584,Pune,Bandra,North Indian,Mid-Range,Cafe,596,3.8,966,26,False,20,False
R00585,Restaurant_585,Jaipur,Navrangpura,"Italian, Fast Food",Mid-Range,Fine Dining,561,3.5,353,47,False,0,True
R00586,Restaurant_586,Delhi,Connaught Place,"Biryani, Chinese",Mid-Range,Casual Dining,417,3.7,405,57,False,20,True
R00587,Restaurant_587,Ahmedabad,Kothrud,Thai,Mid-Range,Quick Bites,712,4.3,533,57,True,0,True
R00588,Restaurant_588,Pune,Connaught Place,Thai,Mid-Range,Fine Dining,670,4.0,567,50,True,30,True
R00589,Restaurant_589,Kolkata,Salt Lake,"South Indian, Mexican",Budget,Cloud Kitchen,131,3.6,977,55,True,20,True
R00590,Restaurant_590,Delhi,Bandra,"Italian, Mexican, Fast Food",Premium,Casual Dining,891,3.9,16,38,False,10,True
R00591,Restaurant_591,Hyderabad,Gomti Nagar,"North Indian, Continental",Budget,Cafe,265,3.3,1464,38,True,40,True
R00592,Restaurant_592,Hyderabad,Jubilee Hills,"Chinese, South Indian",Budget,Quick Bites,359,3.0,1020,24,False,0,True
R00593,Restaurant_593,Jaipur,Anna Nagar,Italian,Mid-Range,Quick Bites,590,3.3,1018,22,False,0,True
R00594,Restaurant_594,Delhi,Koramangala,Chinese,Premium,Cloud Kitchen,1936,4.2,331,40,True,30,True
R00595,Restaurant_595,Chennai,Koramangala,"Continental, Thai, Fast Food",Premium,Fine Dining,1989,4.8,1290,60,False,30,True
R00596,Restaurant_596,Chennai,Kothrud,"Italian, Chinese, Mexican",Premium,Casual Dining,833,4.4,632,50,True,0,True
R00597,Restaurant_597,Delhi,Navrangpura,"Italian, Continental",Budget,Dhaba,317,2.5,159,49,True,0,True
R00598,Restaurant_598,Jaipur,Kothrud,North Indian,Mid-Range,Cloud Kitchen,652,4.1,201,22,False,50,True
R00599,Restaurant_599,Bangalore,Connaught Place,"South Indian, Thai, Desserts",Mid-Range,Quick Bites,539,4.5,289,55,False,10,True
R00600,Restaurant_600,Pune,Gomti Nagar,"Chinese, Desserts, Thai",Mid-Range,Casual Dining,589,3.9,414,39,False,0,True
R00601,Restaurant_601,Kolkata,Bandra,"Continental, South Indian",Budget,Quick Bites,386,3.5,229,69,True,20,True
R00602,Restaurant_602,Hyderabad,Gomti Nagar,North Indian,Budget,Fine Dining,312,3.4,491,34,False,0,True
R00603,Restaurant_603,Lucknow,Anna Nagar,South Indian,Mid-Range,Cloud Kitchen,766,3.3,510,63,False,0,True
R00604,Restaurant_604,Hyderabad,Jubilee Hills,Fast Food,Mid-Range,Cloud Kitchen,430,4.2,147,48,True,10,True
R00605,Restaurant_605,Delhi,Gomti Nagar,"Fast Food, South Indian",Mid-Range,Casual Dining,658,3.8,596,64,False,0,True
R00606,Restaurant_606,Mumbai,Anna Nagar,North Indian,Budget,Quick Bites,232,3.1,277,46,True,10,False
R00607,Restaurant_607,Chennai,Kothrud,Chinese,Premium,Casual Dining,1319,4.5,288,34,False,0,True
R00608,Restaurant_608,Chennai,Gomti Nagar,"South Indian, Italian",Mid-Range,Cloud Kitchen,509,3.2,140,39,False,20,True
R00609,Restaurant_609,Kolkata,Connaught Place,"Thai, Desserts",Budget,Cafe,304,3.7,120,23,True,0,True
R00610,Restaurant_610,Hyderabad,Koramangala,South Indian,Mid-Range,Dhaba,760,3.5,460,34,True,20,True
R00611,Restaurant_611,Delhi,Gomti Nagar,"Fast Food, Continental, Italian",Mid-Range,Quick Bites,690,3.5,417,27,True,20,True
R00612,Restaurant_612,Lucknow,Salt Lake,"Biryani, Fast Food",Mid-Range,Cloud Kitchen,591,4.0,455,27,True,0,True
R00613,Restaurant_613,Ahmedabad,Connaught Place,"Fast Food, North Indian",Premium,Quick Bites,1849,4.3,33,56,False,40,True
R00614,Restaurant_614,Hyderabad,Anna Nagar,"Desserts, Italian",Budget,Casual Dining,327,2.9,1977,21,True,0,True
R00615,Restaurant_615,Kolkata,Navrangpura,"South Indian, Thai, North Indian",Mid-Range,Cafe,542,3.7,1103,60,False,0,True
R00616,Restaurant_616,Jaipur,Jubilee Hills,Fast Food,Mid-Range,Cloud Kitchen,688,4.7,593,48,False,0,True
R00617,Restaurant_617,Pune,Malviya Nagar,"Chinese, Fast Food",Premium,Casual Dining,1530,4.0,1606,36,False,30,False
R00618,Restaurant_618,Ahmedabad,Gomti Nagar,"Continental, Chinese, Mexican",Budget,Quick Bites,325,3.2,76,58,True,20,True
R00619,Restaurant_619,Mumbai,Kothrud,North Indian,Premium,Casual Dining,1171,4.2,765,32,False,20,True
R00620,Restaurant_620,Ahmedabad,Anna Nagar,"Fast Food, Desserts, North Indian",Mid-Range,Cafe,584,3.8,73,60,False,0,True
R00621,Restaurant_621,Pune,Salt Lake,Chinese,Mid-Range,Casual Dining,570,3.7,252,65,False,10,True
R00622,Restaurant_622,Pune,Connaught Place,Thai,Budget,Casual Dining,114,3.7,1777,39,True,30,True
R00623,Restaurant_623,Chennai,Kothrud,"Biryani, Fast Food",Budget,Casual Dining,307,4.2,922,33,False,20,True
R00624,Restaurant_624,Hyderabad,Navrangpura,"Continental, Italian, Fast Food",Premium,Casual Dining,1291,4.3,104,66,False,0,True
R00625,Restaurant_625,Bangalore,Kothrud,"Desserts, Thai, Italian",Mid-Range,Casual Dining,790,4.2,544,33,True,30,True
R00626,Restaurant_626,Chennai,Connaught Place,"Fast Food, Desserts, Mexican",Budget,Cloud Kitchen,115,4.0,191,53,False,40,True
R00627,Restaurant_627,Chennai,Gomti Nagar,"Continental, Desserts, Thai",Budget,Quick Bites,217,3.6,160,55,False,20,True
R00628,Restaurant_628,Kolkata,Navrangpura,"Biryani, Continental",Budget,Fine Dining,393,3.1,255,51,False,20,False
R00629,Restaurant_629,Lucknow,Kothrud,"Biryani, Fast Food, Chinese",Budget,Fine Dining,178,3.6,1500,29,False,30,True
R00630,Restaurant_630,Lucknow,Connaught Place,South Indian,Budget,Cafe,318,3.9,1179,69,False,0,True
R00631,Restaurant_631,Delhi,Salt Lake,Continental,Mid-Range,Quick Bites,792,4.5,95,56,False,40,True
R00632,Restaurant_632,Bangalore,Malviya Nagar,"Mexican, Continental, Italian",Budget,Casual Dining,231,3.3,456,55,True,20,True
R00633,Restaurant_633,Mumbai,Kothrud,North Indian,Premium,Casual Dining,1758,4.3,412,20,True,30,True
R00634,Restaurant_634,Pune,Salt Lake,Fast Food,Mid-Range,Casual Dining,704,3.6,2097,20,True,0,False
R00635,Restaurant_635,Kolkata,Koramangala,Thai,Premium,Cafe,1162,3.5,282,35,False,30,False
R00636,Restaurant_636,Pune,Malviya Nagar,"Desserts, Fast Food, North Indian",Budget,Quick Bites,112,3.7,651,56,False,40,True
R00637,Restaurant_637,Mumbai,Jubilee Hills,South Indian,Mid-Range,Quick Bites,544,4.1,431,48,False,0,True
R00638,Restaurant_638,Chennai,Kothrud,"North Indian, South Indian, Chinese",Budget,Casual Dining,258,3.6,281,46,False,30,False
R00639,Restaurant_639,Lucknow,Malviya Nagar,"North Indian, Chinese, Italian",Premium,Casual Dining,1318,4.5,151,59,True,20,False
R00640,Restaurant_640,Ahmedabad,Navrangpura,"Desserts, Mexican, Thai",Budget,Casual Dining,169,3.7,492,20,True,30,False
R00641,Restaurant_641,Ahmedabad,Malviya Nagar,"North Indian, Chinese, Mexican",Mid-Range,Casual Dining,680,3.5,63,60,True,0,True
R00642,Restaurant_642,Kolkata,Gomti Nagar,Continental,Budget,Casual Dining,252,3.3,137,32,True,40,True
R00643,Restaurant_643,Ahmedabad,Salt Lake,"Desserts, North Indian, Fast Food",Premium,Cloud Kitchen,1003,4.3,1076,37,False,40,False
R00644,Restaurant_644,Delhi,Kothrud,"Chinese, Thai",Premium,Quick Bites,1110,4.4,136,54,False,30,True
R00645,Restaurant_645,Hyderabad,Connaught Place,"Continental, Desserts",Budget,Quick Bites,286,4.2,2508,48,True,0,False
R00646,Restaurant_646,Hyderabad,Bandra,"Fast Food, Continental",Budget,Fine Dining,286,3.7,1050,67,False,10,True
R00647,Restaurant_647,Delhi,Jubilee Hills,"Desserts, Fast Food, Biryani",Premium,Casual Dining,871,4.2,256,47,False,30,True
R00648,Restaurant_648,Kolkata,Koramangala,Chinese,Mid-Range,Cafe,798,3.4,1315,66,False,20,True
R00649,Restaurant_649,Chennai,Anna Nagar,"Thai, Italian",Premium,Cafe,1649,4.5,175,25,True,30,True
R00650,Restaurant_650,Bangalore,Jubilee Hills,"Thai, Desserts",Mid-Range,Cloud Kitchen,593,4.0,306,62,False,30,True
R00651,Restaurant_651,Mumbai,Anna Nagar,"North Indian, Italian, Fast Food",Mid-Range,Casual Dining,565,3.7,105,68,False,10,False
R00652,Restaurant_652,Kolkata,Salt Lake,Thai,Mid-Range,Cafe,717,3.7,291,32,False,20,True
R00653,Restaurant_653,Delhi,Navrangpura,"Thai, Italian",Budget,Quick Bites,333,3.6,678,50,False,0,True
R00654,Restaurant_654,Delhi,Jubilee Hills,"Continental, Thai, Desserts",Budget,Cloud Kitchen,138,3.4,2714,64,True,30,True
R00655,Restaurant_655,Chennai,Koramangala,"Italian, Desserts, Thai",Premium,Cloud Kitchen,1845,3.7,60,57,True,30,True
R00656,Restaurant_656,Delhi,Salt Lake,"Fast Food, Chinese, North Indian",Mid-Range,Fine Dining,719,3.4,754,28,True,10,True
R00657,Restaurant_657,Kolkata,Salt Lake,"North Indian, Chinese",Budget,Fine Dining,230,4.0,986,24,False,0,True
R00658,Restaurant_658,Ahmedabad,Koramangala,"Fast Food, North Indian, Mexican",Mid-Range,Cloud Kitchen,613,3.2,462,56,True,30,True
R00659,Restaurant_659,Kolkata,Salt Lake,Italian,Budget,Casual Dining,264,3.0,786,48,False,50,False
R00660,Restaurant_660,Jaipur,Bandra,"Biryani, Continental",Premium,Casual Dining,1486,4.6,566,49,True,0,True
R00661,Restaurant_661,Mumbai,Malviya Nagar,"South Indian, Thai",Budget,Fine Dining,214,4.1,377,21,False,0,True
R00662,Restaurant_662,Jaipur,Malviya Nagar,South Indian,Mid-Range,Quick Bites,557,4.4,452,49,False,50,True
R00663,Restaurant_663,Mumbai,Anna Nagar,South Indian,Budget,Cloud Kitchen,377,3.7,1449,67,False,50,True
R00664,Restaurant_664,Kolkata,Anna Nagar,"Italian, South Indian",Mid-Range,Dhaba,466,4.3,337,37,False,50,True
R00665,Restaurant_665,Delhi,Kothrud,"North Indian, Chinese, Desserts",Premium,Cafe,1199,3.9,104,24,False,40,False
R00666,Restaurant_666,Delhi,Navrangpura,"North Indian, South Indian",Mid-Range,Quick Bites,451,3.2,1070,63,True,20,False
R00667,Restaurant_667,Kolkata,Anna Nagar,"South Indian, Fast Food",Mid-Range,Casual Dining,619,4.2,145,61,False,10,True
R00668,Restaurant_668,Lucknow,Gomti Nagar,Biryani,Premium,Casual Dining,1572,4.3,252,40,False,0,False
R00669,Restaurant_669,Hyderabad,Navrangpura,"Italian, Continental, Chinese",Mid-Range,Casual Dining,528,3.9,389,62,True,30,True
R00670,Restaurant_670,Mumbai,Bandra,Fast Food,Budget,Quick Bites,141,3.8,1771,24,True,20,True
R00671,Restaurant_671,Mumbai,Malviya Nagar,"Desserts, Chinese, Italian",Premium,Cloud Kitchen,1819,3.5,519,43,True,0,True
R00672,Restaurant_672,Hyderabad,Bandra,"North Indian, Chinese, Italian",Premium,Quick Bites,1785,4.3,429,66,False,20,True
R00673,Restaurant_673,Hyderabad,Bandra,"Desserts, North Indian, Thai",Mid-Range,Casual Dining,492,3.4,122,38,True,30,True
R00674,Restaurant_674,Jaipur,Bandra,"Desserts, Thai, Biryani",Budget,Quick Bites,154,3.2,916,24,True,20,True
R00675,Restaurant_675,Chennai,Gomti Nagar,"Fast Food, Desserts, Chinese",Mid-Range,Casual Dining,511,3.3,2022,66,False,0,True
R00676,Restaurant_676,Ahmedabad,Kothrud,"Fast Food, North Indian, South Indian",Mid-Range,Fine Dining,733,4.4,258,50,False,30,False
R00677,Restaurant_677,Kolkata,Kothrud,Desserts,Budget,Quick Bites,272,3.6,479,51,True,10,True
R00678,Restaurant_678,Jaipur,Kothrud,South Indian,Premium,Casual Dining,1800,4.4,768,46,False,30,True
R00679,Restaurant_679,Mumbai,Kothrud,"Thai, Desserts, Mexican",Budget,Dhaba,340,3.5,88,30,True,20,True
R00680,Restaurant_680,Bangalore,Anna Nagar,North Indian,Mid-Range,Cloud Kitchen,578,3.0,247,45,False,10,True
R00681,Restaurant_681,Kolkata,Navrangpura,Desserts,Mid-Range,Fine Dining,675,3.6,95,49,True,0,False
R00682,Restaurant_682,Chennai,Jubilee Hills,Chinese,Premium,Quick Bites,1896,4.3,326,24,False,30,True
R00683,Restaurant_683,Hyderabad,Kothrud,"Italian, Chinese, South Indian",Mid-Range,Cloud Kitchen,512,3.3,114,59,False,0,True
R00684,Restaurant_684,Mumbai,Gomti Nagar,"Continental, Fast Food, Mexican",Mid-Range,Casual Dining,791,3.7,383,41,True,30,True
R00685,Restaurant_685,Ahmedabad,Connaught Place,Italian,Mid-Range,Casual Dining,727,3.6,118,66,False,30,True
R00686,Restaurant_686,Chennai,Bandra,"Mexican, Biryani",Premium,Cafe,1327,4.7,149,27,True,0,True
R00687,Restaurant_687,Bangalore,Navrangpura,"Italian, Chinese, North Indian",Budget,Cloud Kitchen,303,3.6,1303,22,True,0,True
R00688,Restaurant_688,Ahmedabad,Navrangpura,"Thai, Biryani, Fast Food",Mid-Range,Dhaba,634,4.0,414,52,True,40,True
R00689,Restaurant_689,Ahmedabad,Navrangpura,"South Indian, Biryani",Mid-Range,Cloud Kitchen,521,3.5,81,56,False,20,True
R00690,Restaurant_690,Bangalore,Salt Lake,Continental,Premium,Casual Dining,1636,3.7,476,40,True,0,True
R00691,Restaurant_691,Hyderabad,Gomti Nagar,Continental,Mid-Range,Dhaba,516,3.8,1522,20,True,10,True
R00692,Restaurant_692,Jaipur,Connaught Place,Chinese,Mid-Range,Cafe,453,4.0,169,69,True,10,True
R00693,Restaurant_693,Hyderabad,Anna Nagar,"Continental, Thai, Desserts",Budget,Fine Dining,140,3.2,787,23,True,10,True
R00694,Restaurant_694,Hyderabad,Koramangala,"Desserts, North Indian, Fast Food",Mid-Range,Casual Dining,447,3.6,163,20,True,10,True
R00695,Restaurant_695,Kolkata,Malviya Nagar,Italian,Budget,Dhaba,125,4.1,207,62,False,30,True
R00696,Restaurant_696,Jaipur,Koramangala,Thai,Budget,Casual Dining,316,3.5,60,29,True,30,True
R00697,Restaurant_697,Mumbai,Malviya Nagar,"Biryani, North Indian",Premium,Cafe,1517,4.2,427,45,False,40,True
R00698,Restaurant_698,Lucknow,Jubilee Hills,"Biryani, North Indian",Mid-Range,Fine Dining,733,4.2,1402,42,False,10,True
R00699,Restaurant_699,Ahmedabad,Anna Nagar,North Indian,Mid-Range,Quick Bites,584,3.4,375,64,False,0,True
R00700,Restaurant_700,Pune,Malviya Nagar,Fast Food,Budget,Quick Bites,101,3.1,277,22,False,40,False
R00701,Restaurant_701,Chennai,Connaught Place,South Indian,Mid-Range,Quick Bites,614,4.1,62,63,False,20,False
R00702,Restaurant_702,Mumbai,Navrangpura,Biryani,Mid-Range,Fine Dining,515,3.7,229,41,False,50,True
R00703,Restaurant_703,Jaipur,Bandra,"South Indian, Thai, Desserts",Mid-Range,Dhaba,462,3.8,1008,62,False,20,True
R00704,Restaurant_704,Lucknow,Navrangpura,"Chinese, Fast Food",Budget,Quick Bites,211,3.6,503,52,False,20,False
R00705,Restaurant_705,Ahmedabad,Bandra,Italian,Mid-Range,Casual Dining,482,3.6,796,32,True,50,True
R00706,Restaurant_706,Chennai,Connaught Place,"Fast Food, Chinese, Thai",Budget,Dhaba,101,3.8,146,26,True,0,True
R00707,Restaurant_707,Delhi,Koramangala,Biryani,Premium,Quick Bites,1740,4.0,309,23,False,30,True
R00708,Restaurant_708,Lucknow,Salt Lake,Continental,Mid-Range,Quick Bites,464,3.6,369,28,True,20,True
R00709,Restaurant_709,Kolkata,Connaught Place,"Fast Food, Biryani",Budget,Cafe,120,3.7,265,50,False,20,True
R00710,Restaurant_710,Ahmedabad,Bandra,"Mexican, Continental, Biryani",Budget,Casual Dining,340,3.0,847,63,True,10,True
R00711,Restaurant_711,Lucknow,Connaught Place,"Biryani, Chinese",Mid-Range,Quick Bites,644,3.9,284,43,False,0,True
R00712,Restaurant_712,Bangalore,Anna Nagar,"Chinese, Mexican, South Indian",Mid-Range,Cloud Kitchen,576,4.6,2152,33,False,10,True
R00713,Restaurant_713,Mumbai,Malviya Nagar,Thai,Mid-Range,Fine Dining,726,3.9,917,33,False,20,True
R00714,Restaurant_714,Lucknow,Connaught Place,"Biryani, Fast Food",Budget,Casual Dining,299,3.8,1023,28,False,0,True
R00715,Restaurant_715,Lucknow,Navrangpura,"Chinese, North Indian",Budget,Casual Dining,244,3.9,560,67,True,0,True
R00716,Restaurant_716,Ahmedabad,Bandra,"North Indian, Biryani, Chinese",Budget,Casual Dining,299,3.9,169,57,False,0,True
R00717,Restaurant_717,Ahmedabad,Bandra,Mexican,Premium,Cloud Kitchen,1523,4.2,1571,67,True,20,True
R00718,Restaurant_718,Delhi,Anna Nagar,"Thai, Biryani, Italian",Premium,Cloud Kitchen,1332,3.5,422,44,True,20,False
R00719,Restaurant_719,Hyderabad,Jubilee Hills,"Chinese, Mexican",Budget,Quick Bites,342,3.9,417,61,True,20,True
R00720,Restaurant_720,Lucknow,Kothrud,"Desserts, Mexican, Biryani",Budget,Casual Dining,205,3.5,1119,32,False,10,True
R00721,Restaurant_721,Delhi,Bandra,"Biryani, Mexican, Chinese",Mid-Range,Quick Bites,465,3.9,10,39,True,30,True
R00722,Restaurant_722,Lucknow,Salt Lake,North Indian,Premium,Casual Dining,1313,4.5,8,37,False,0,False
R00723,Restaurant_723,Delhi,Navrangpura,"Chinese, Thai",Mid-Range,Casual Dining,689,3.3,1099,64,False,20,True
R00724,Restaurant_724,Kolkata,Kothrud,Chinese,Mid-Range,Cafe,578,3.5,64,65,False,20,True
R00725,Restaurant_725,Delhi,Kothrud,Italian,Mid-Range,Casual Dining,618,4.3,152,29,True,40,True
R00726,Restaurant_726,Pune,Salt Lake,"Italian, Thai",Mid-Range,Cafe,431,3.5,1096,40,False,10,True
R00727,Restaurant_727,Kolkata,Malviya Nagar,"Mexican, Biryani, Continental",Budget,Casual Dining,248,3.4,26,53,False,0,True
R00728,Restaurant_728,Kolkata,Connaught Place,"Fast Food, Chinese",Budget,Cloud Kitchen,194,2.9,479,33,False,0,True
R00729,Restaurant_729,Chennai,Bandra,"Continental, Italian, Chinese",Budget,Casual Dining,233,3.1,534,59,True,20,True
R00730,Restaurant_730,Delhi,Connaught Place,"Thai, North Indian",Budget,Quick Bites,316,3.8,1391,60,True,0,True
R00731,Restaurant_731,Lucknow,Bandra,"North Indian, Biryani",Mid-Range,Quick Bites,424,3.7,240,58,True,10,False
R00732,Restaurant_732,Bangalore,Navrangpura,Fast Food,Budget,Casual Dining,181,3.9,1135,46,False,0,True
R00733,Restaurant_733,Lucknow,Navrangpura,Desserts,Budget,Casual Dining,247,4.1,473,30,False,20,True
R00734,Restaurant_734,Bangalore,Salt Lake,"North Indian, Chinese",Budget,Quick Bites,389,3.2,4,42,False,30,False
R00735,Restaurant_735,Mumbai,Connaught Place,Biryani,Premium,Quick Bites,1502,4.3,433,21,True,40,True
R00736,Restaurant_736,Delhi,Navrangpura,Chinese,Mid-Range,Casual Dining,613,3.9,779,45,False,0,False
R00737,Restaurant_737,Chennai,Connaught Place,Continental,Mid-Range,Fine Dining,538,3.8,339,39,False,20,True
R00738,Restaurant_738,Delhi,Bandra,Chinese,Budget,Quick Bites,382,3.1,99,23,False,10,False
R00739,Restaurant_739,Lucknow,Navrangpura,"Italian, Desserts, South Indian",Mid-Range,Fine Dining,555,4.6,26,58,False,30,True
R00740,Restaurant_740,Ahmedabad,Navrangpura,Desserts,Premium,Casual Dining,1454,4.0,1459,24,False,10,True
R00741,Restaurant_741,Delhi,Anna Nagar,"Continental, Italian, Biryani",Budget,Casual Dining,158,4.1,188,37,True,0,False
R00742,Restaurant_742,Hyderabad,Kothrud,Italian,Mid-Range,Quick Bites,602,3.9,268,43,False,0,True
R00743,Restaurant_743,Mumbai,Koramangala,"North Indian, South Indian, Chinese",Mid-Range,Cloud Kitchen,656,3.9,198,20,True,10,False
R00744,Restaurant_744,Kolkata,Jubilee Hills,Chinese,Mid-Range,Casual Dining,577,3.3,148,20,False,40,True
R00745,Restaurant_745,Bangalore,Anna Nagar,North Indian,Mid-Range,Cloud Kitchen,784,3.9,111,33,False,20,False
R00746,Restaurant_746,Jaipur,Kothrud,"North Indian, Mexican",Premium,Casual Dining,1449,3.7,100,37,True,0,True
R00747,Restaurant_747,Ahmedabad,Connaught Place,"South Indian, Thai",Mid-Range,Casual Dining,487,3.8,12,26,True,20,True
R00748,Restaurant_748,Jaipur,Navrangpura,"Fast Food, Italian, Continental",Budget,Quick Bites,267,3.6,357,38,True,0,True
R00749,Restaurant_749,Kolkata,Gomti Nagar,Chinese,Mid-Range,Quick Bites,410,3.9,332,63,False,20,True
R00750,Restaurant_750,Chennai,Kothrud,Chinese,Budget,Cafe,307,3.6,232,37,True,0,False
