order_id,customer_id,order_date,category,brand,mrp,discount_pct,price_paid,rating,returned,delivery_days,city
ORD003739,C01188,2022-06-26,Accessories,Lavie,3816,30,2671,4,False,4,Pune
ORD003740,C00950,2023-07-23,Men's Clothing,H&M,3115,10,2803,4,False,3,Hyderabad
ORD003741,C00518,2022-12-07,Women's Clothing,Biba,5414,60,2165,5,True,7,Kolkata
ORD003742,C00466,2023-11-09,Men's Clothing,Jack & Jones,4571,60,1828,5,False,4,Jaipur
ORD003743,C01743,2023-12-07,Men's Clothing,Zara,3066,40,1839,3,False,6,Mumbai
ORD003744,C00522,2022-05-19,Men's Clothing,Roadster,528,50,264,4,False,2,Delhi
ORD003745,C00390,2024-10-18,Sports & Fitness,Puma,2740,40,1644,4,False,7,Mumbai
ORD003746,C01189,2023-05-08,Sports & Fitness,Puma,3478,20,2782,5,False,4,Pune
ORD003747,C00850,2023-07-20,Women's Clothing,Vero Moda,3087,20,2469,5,False,3,Chennai
ORD003748,C00109,2022-05-23,Women's Clothing,AND,4802,30,3361,5,False,2,Mumbai
ORD003749,C00102,2022-03-25,Women's Clothing,AND,3977,40,2386,4,False,7,Chennai
ORD003750,C00662,2024-10-04,Beauty,L'Oreal,2669,60,1067,4,False,4,Lucknow
ORD003751,C00833,2024-04-26,Accessories,Lavie,1056,30,739,4,False,3,Chennai
ORD003752,C00300,2022-05-29,Beauty,MAC,570,70,171,3,False,3,Delhi
ORD003753,C01267,2024-07-26,Footwear,Metro,5500,70,1650,4,False,6,Bangalore
ORD003754,C00126,2022-05-26,Men's Clothing,Roadster,882,30,617,3,False,4,Chennai
ORD003755,C01096,2023-07-26,Women's Clothing,Aurelia,5066,40,3039,4,False,6,Bangalore
ORD003756,C01952,2022-09-26,Footwear,Bata,6307,70,1892,4,False,7,Bangalore
ORD003757,C01026,2023-03-25,Accessories,Titan,2566,40,1539,4,False,3,Kolkata
ORD003758,C00615,2024-04-03,Men's Clothing,Jack & Jones,4117,20,3293,3,False,4,Bangalore
ORD003759,C01266,2022-07-22,Accessories,Lavie,3356,50,1678,5,False,2,Hyderabad
ORD003760,C00831,2022-10-07,Women's Clothing,AND,4885,40,2931,5,True,7,Bangalore
ORD003761,C01300,2024-12-06,Women's Clothing,Vero Moda,3042,50,1521,2,False,2,Delhi
ORD003762,C01351,2022-04-22,Accessories,Fastrack,2974,30,2081,4,False,3,Ahmedabad
ORD003763,C00148,2022-04-13,Beauty,Lakme,1043,40,625,3,False,3,Hyderabad
ORD003764,C01479,2022-06-26,Women's Clothing,AND,5086,50,2543,1,False,7,Lucknow
ORD003765,C01244,2023-03-05,Footwear,Puma,5835,40,3501,5,False,2,Pune
ORD003766,C01723,2022-11-30,Women's Clothing,Biba,4953,60,1981,4,False,3,Pune
ORD003767,C00591,2024-10-27,Sports & Fitness,Adidas,907,20,725,5,False,3,Pune
ORD003768,C01515,2024-05-29,Footwear,Nike,3339,10,3005,2,False,5,Jaipur
ORD003769,C00590,2023-09-02,Women's Clothing,AND,1722,30,1205,3,False,2,Lucknow
ORD003770,C00994,2024-11-08,Men's Clothing,Zara,3905,70,1171,3,False,4,Lucknow
ORD003771,C01473,2023-08-22,Accessories,Lavie,985,60,394,5,False,7,Mumbai
ORD003772,C01246,2024-01-05,Footwear,Nike,8836,40,5301,5,False,5,Lucknow
ORD003773,C00022,2022-07-13,Men's Clothing,US Polo,4173,30,2921,5,False,6,Jaipur
ORD003774,C01949,2023-12-06,Men's Clothing,Roadster,2853,50,1426,1,False,7,Hyderabad
ORD003775,C00286,2022-11-14,Men's Clothing,H&M,3588,20,2870,5,False,5,Chennai
ORD003776,C00459,2024-06-11,Footwear,Adidas,4733,70,1419,5,False,5,Ahmedabad
ORD003777,C00055,2023-01-03,Men's Clothing,Zara,3678,70,1103,5,False,3,Kolkata
ORD003778,C00621,2023-04-04,Accessories,Baggit,3384,20,2707,4,False,5,Ahmedabad
ORD003779,C00292,2022-12-12,Men's Clothing,US Polo,3810,10,3429,5,False,5,Bangalore
ORD003780,C00336,2023-11-28,Beauty,Nykaa,487,60,194,3,False,3,Mumbai
ORD003781,C01847,2024-06-24,Women's Clothing,W,2889,50,1444,5,False,7,Jaipur
ORD003782,C00587,2024-06-15,Footwear,Bata,4962,20,3969,4,False,5,Chennai
ORD003783,C01341,2022-05-07,Accessories,Baggit,2079,30,1455,5,False,5,Mumbai
ORD003784,C01625,2024-12-22,Men's Clothing,Roadster,1636,50,818,5,False,4,Ahmedabad
ORD003785,C01691,2022-04-02,Sports & Fitness,Puma,3618,20,2894,5,False,4,Jaipur
ORD003786,C00170,2022-09-17,Sports & Fitness,Adidas,4841,60,1936,5,False,7,Mumbai
ORD003787,C00461,2022-07-08,Men's Clothing,H&M,4417,70,1325,5,False,6,Lucknow
ORD003788,C01759,2023-07-17,Men's Clothing,Jack & Jones,2995,40,1797,4,False,7,Ahmedabad
ORD003789,C01997,2024-06-15,Women's Clothing,Biba,2194,60,877,4,False,5,Pune
ORD003790,C01975,2024-09-07,Women's Clothing,AND,2652,60,1060,4,True,3,Hyderabad
ORD003791,C01045,2022-01-29,Men's Clothing,Zara,2937,50,1468,4,False,7,Pune
ORD003792,C00324,2023-10-14,Men's Clothing,Jack & Jones,1317,40,790,5,False,3,Chennai
ORD003793,C01262,2023-05-12,Women's Clothing,Aurelia,3997,50,1998,5,False,5,Hyderabad
ORD003794,C00027,2023-05-21,Men's Clothing,Jack & Jones,4618,50,2309,3,False,7,Pune
ORD003795,C00855,2024-03-23,Accessories,Fossil,2304,30,1612,5,False,3,Bangalore
ORD003796,C00417,2022-10-01,Footwear,Puma,4309,40,2585,4,False,6,Bangalore
ORD003797,C00562,2023-12-12,Women's Clothing,Biba,4244,60,1697,5,False,2,Kolkata
ORD003798,C01978,2022-01-23,Sports & Fitness,Nike,684,50,342,4,False,6,Jaipur
ORD003799,C00725,2024-10-27,Footwear,Metro,2773,60,1109,4,False,5,Bangalore
ORD003800,C01755,2022-01-24,Accessories,Lavie,3992,60,1596,3,False,3,Kolkata
ORD003801,C00792,2022-02-07,Beauty,Lakme,1015,10,913,3,False,2,Pune
ORD003802,C01295,2022-02-03,Men's Clothing,H&M,1891,40,1134,5,False,5,Delhi
ORD003803,C00780,2023-06-30,Women's Clothing,Vero Moda,5675,30,3972,4,False,7,Kolkata
ORD003804,C00601,2022-06-11,Accessories,Baggit,2922,40,1753,4,True,2,Pune
ORD003805,C00885,2022-09-06,Footwear,Adidas,2773,50,1386,2,False,2,Jaipur
ORD003806,C01794,2024-08-06,Women's Clothing,AND,4504,40,2702,5,False,2,Lucknow
ORD003807,C01975,2023-08-05,Women's Clothing,Aurelia,952,60,380,5,False,6,Bangalore
ORD003808,C01063,2023-10-12,Kids,H&M Kids,886,30,620,4,False,4,Chennai
ORD003809,C00180,2024-10-11,Women's Clothing,Vero Moda,4914,30,3439,5,False,2,Chennai
ORD003810,C00245,2023-11-01,Men's Clothing,Zara,3263,60,1305,5,False,6,Hyderabad
ORD003811,C00882,2024-05-21,Women's Clothing,Biba,2893,40,1735,5,True,2,Ahmedabad
ORD003812,C01615,2024-08-22,Women's Clothing,AND,5505,50,2752,4,False,2,Pune
ORD003813,C00716,2024-07-16,Kids,Marks & Spencer,1583,40,949,3,False,2,Mumbai
ORD003814,C01089,2022-01-18,Men's Clothing,Zara,3721,40,2232,1,False,3,Hyderabad
ORD003815,C01731,2022-07-09,Men's Clothing,Zara,1978,60,791,5,False,7,Mumbai
ORD003816,C01722,2022-07-11,Men's Clothing,US Polo,1212,50,606,3,False,4,Hyderabad
ORD003817,C00114,2022-02-19,Sports & Fitness,Reebok,3382,70,1014,5,False,6,Bangalore
ORD003818,C00343,2022-11-09,Men's Clothing,H&M,3744,50,1872,4,False,3,Lucknow
ORD003819,C00480,2024-03-28,Footwear,Nike,6508,60,2603,4,False,7,Ahmedabad
ORD003820,C00824,2024-06-06,Kids,Mothercare,1477,40,886,3,False,5,Jaipur
ORD003821,C00124,2022-12-27,Sports & Fitness,Puma,571,60,228,4,False,5,Mumbai
ORD003822,C00693,2024-10-29,Footwear,Puma,5112,40,3067,4,False,7,Bangalore
ORD003823,C00867,2022-08-22,Women's Clothing,W,4644,30,3250,5,False,7,Bangalore
ORD003824,C00616,2023-09-16,Beauty,MAC,2304,20,1843,5,False,5,Ahmedabad
ORD003825,C01272,2024-11-27,Footwear,Nike,6401,30,4480,5,False,7,Bangalore
ORD003826,C01760,2024-06-08,Accessories,Fastrack,3961,60,1584,5,False,5,Pune
ORD003827,C01353,2023-09-02,Accessories,Fossil,2140,60,856,3,True,5,Kolkata
ORD003828,C00805,2023-01-06,Men's Clothing,H&M,1663,60,665,5,False,5,Mumbai
ORD003829,C01738,2024-10-18,Women's Clothing,Vero Moda,1833,40,1099,5,False,5,Chennai
ORD003830,C01173,2023-03-17,Women's Clothing,Biba,1408,40,844,4,True,3,Mumbai
ORD003831,C01009,2023-11-09,Beauty,Nykaa,434,40,260,2,False,2,Pune
ORD003832,C00360,2022-08-31,Men's Clothing,US Polo,4683,50,2341,5,False,3,Delhi
ORD003833,C01892,2022-12-24,Men's Clothing,US Polo,4669,50,2334,5,True,7,Pune
ORD003834,C00692,2024-07-21,Footwear,Puma,987,50,493,4,False,4,Chennai
ORD003835,C00796,2024-12-09,Women's Clothing,AND,1943,20,1554,4,False,4,Bangalore
ORD003836,C01221,2024-04-07,Men's Clothing,US Polo,2501,60,1000,4,False,2,Hyderabad
ORD003837,C01154,2024-10-11,Kids,Mothercare,498,60,199,5,False,2,Kolkata
ORD003838,C01916,2023-11-07,Beauty,Nykaa,593,40,355,5,False,5,Pune
ORD003839,C01018,2022-06-23,Men's Clothing,US Polo,665,30,465,3,False,2,Pune
ORD003840,C00639,2024-07-11,Women's Clothing,Biba,4944,40,2966,5,False,4,Bangalore
ORD003841,C01044,2022-01-18,Beauty,Lakme,2000,50,1000,4,False,2,Pune
ORD003842,C01552,2024-06-22,Women's Clothing,AND,4713,30,3299,4,False,7,Chennai
ORD003843,C01237,2023-01-27,Men's Clothing,H&M,3026,10,2723,4,False,7,Kolkata
ORD003844,C00825,2022-08-26,Beauty,MAC,1721,50,860,5,False,7,Chennai
ORD003845,C00886,2022-11-18,Men's Clothing,Roadster,2296,10,2066,5,False,6,Bangalore
ORD003846,C00319,2022-12-26,Sports & Fitness,Adidas,788,30,551,2,False,5,Mumbai
ORD003847,C00624,2024-05-17,Women's Clothing,Aurelia,2085,60,834,5,False,4,Pune
ORD003848,C00795,2023-02-08,Sports & Fitness,Reebok,6712,60,2684,4,False,2,Pune
ORD003849,C01218,2023-08-31,Men's Clothing,H&M,3003,20,2402,5,False,3,Lucknow
ORD003850,C00910,2022-06-22,Women's Clothing,W,3610,60,1444,2,True,6,Lucknow
ORD003851,C00244,2023-02-17,Women's Clothing,Biba,2500,60,1000,4,True,2,Delhi
ORD003852,C00122,2023-11-04,Sports & Fitness,Puma,2062,40,1237,4,True,3,Hyderabad
ORD003853,C00849,2023-12-17,Accessories,Fastrack,2402,30,1681,5,False,7,Pune
ORD003854,C00067,2023-03-10,Footwear,Nike,6482,70,1944,4,False,4,Mumbai
ORD003855,C00669,2023-11-27,Men's Clothing,US Polo,1220,50,610,3,False,3,Ahmedabad
ORD003856,C00737,2023-09-17,Accessories,Fossil,3715,30,2600,4,False,2,Mumbai
ORD003857,C00978,2022-07-07,Beauty,Maybelline,778,60,311,4,False,5,Jaipur
ORD003858,C01043,2023-01-22,Accessories,Lavie,2359,60,943,5,True,4,Delhi
ORD003859,C00612,2024-06-14,Men's Clothing,H&M,3208,70,962,4,False,2,Mumbai
ORD003860,C01224,2024-04-27,Beauty,Lakme,2308,40,1384,3,False,4,Chennai
ORD003861,C00339,2023-02-16,Women's Clothing,Vero Moda,3281,40,1968,5,False,7,Jaipur
ORD003862,C00927,2023-08-04,Women's Clothing,Vero Moda,2914,60,1165,5,False,3,Bangalore
ORD003863,C01570,2023-06-02,Women's Clothing,Aurelia,3010,30,2107,5,False,2,Lucknow
ORD003864,C01643,2022-06-08,Accessories,Baggit,577,40,346,3,False,3,Bangalore
ORD003865,C00542,2022-09-29,Sports & Fitness,Puma,739,40,443,5,False,2,Hyderabad
ORD003866,C01138,2023-07-31,Women's Clothing,Vero Moda,1015,30,710,3,True,6,Chennai
ORD003867,C01457,2022-12-04,Men's Clothing,Jack & Jones,916,30,641,2,False,3,Bangalore
ORD003868,C00795,2023-09-17,Footwear,Metro,3751,60,1500,5,False,5,Ahmedabad
ORD003869,C01472,2022-09-18,Women's Clothing,Vero Moda,4587,30,3210,4,False,3,Mumbai
ORD003870,C01285,2022-12-09,Sports & Fitness,Adidas,767,50,383,4,False,7,Delhi
ORD003871,C00065,2022-03-03,Sports & Fitness,Puma,6658,30,4660,5,False,3,Mumbai
ORD003872,C00282,2024-01-18,Women's Clothing,Aurelia,3854,30,2697,5,False,7,Ahmedabad
ORD003873,C01236,2023-10-08,Women's Clothing,Aurelia,2449,40,1469,5,False,2,Chennai
ORD003874,C00880,2022-09-14,Beauty,Nykaa,2176,40,1305,5,False,5,Delhi
ORD003875,C00603,2023-12-20,Kids,H&M Kids,677,40,406,5,False,4,Mumbai
ORD003876,C00731,2022-04-21,Women's Clothing,AND,3482,50,1741,4,False,5,Bangalore
ORD003877,C00209,2022-08-08,Women's Clothing,AND,2945,40,1767,4,False,7,Pune
ORD003878,C01423,2024-11-08,Men's Clothing,Roadster,1373,20,1098,4,False,2,Lucknow
ORD003879,C01312,2023-06-23,Sports & Fitness,Puma,5902,50,2951,5,False,5,Bangalore
ORD003880,C00186,2023-12-26,Beauty,L'Oreal,2005,40,1203,4,False,3,Chennai
ORD003881,C01461,2023-06-24,Men's Clothing,Zara,1986,40,1191,5,False,2,Hyderabad
ORD003882,C00696,2023-08-26,Accessories,Titan,3613,70,1083,4,False,7,Delhi
ORD003883,C00182,2024-01-30,Men's Clothing,Jack & Jones,1461,40,876,4,False,4,Mumbai
ORD003884,C01977,2024-07-20,Footwear,Nike,3970,30,2779,2,False,5,Pune
ORD003885,C01130,2023-08-09,Footwear,Puma,8209,30,5746,4,False,4,Lucknow
ORD003886,C00752,2022-11-02,Women's Clothing,AND,4284,60,1713,3,False,6,Bangalore
ORD003887,C00964,2022-08-28,Accessories,Baggit,1145,40,687,1,False,4,Chennai
ORD003888,C00522,2024-05-06,Women's Clothing,Biba,5938,50,2969,5,False,2,Kolkata
ORD003889,C00690,2024-07-07,Women's Clothing,Biba,5957,60,2382,3,False,5,Delhi
ORD003890,C00528,2024-05-25,Women's Clothing,W,2523,30,1766,4,True,2,Kolkata
ORD003891,C01080,2023-11-17,Beauty,MAC,1197,50,598,4,False,5,Delhi
ORD003892,C00594,2022-11-10,Accessories,Fossil,1883,30,1318,4,False,5,Hyderabad
ORD003893,C01437,2022-05-04,Accessories,Fastrack,3719,30,2603,5,True,6,Jaipur
ORD003894,C01931,2022-11-18,Kids,Marks & Spencer,1177,50,588,4,False,4,Lucknow
ORD003895,C00973,2023-11-02,Women's Clothing,Aurelia,4958,30,3470,4,False,5,Lucknow
ORD003896,C01213,2022-05-16,Sports & Fitness,Decathlon,6538,30,4576,3,False,3,Mumbai
ORD003897,C00153,2023-08-17,Beauty,Lakme,1351,30,945,4,False,2,Chennai
ORD003898,C01774,2024-03-18,Men's Clothing,Roadster,3458,50,1729,5,False,4,Chennai
ORD003899,C00281,2022-05-10,Men's Clothing,Jack & Jones,1486,50,743,5,False,6,Bangalore
ORD003900,C01529,2024-11-26,Sports & Fitness,Adidas,6687,30,4680,5,False,7,Bangalore
ORD003901,C00633,2024-12-11,Sports & Fitness,Adidas,2185,60,874,4,False,2,Jaipur
ORD003902,C00467,2022-10-11,Men's Clothing,Roadster,2152,50,1076,5,False,6,Kolkata
ORD003903,C01775,2023-05-15,Sports & Fitness,Adidas,3741,50,1870,2,True,7,Mumbai
ORD003904,C01297,2024-01-24,Men's Clothing,Jack & Jones,1501,60,600,5,False,7,Chennai
ORD003905,C00317,2022-03-06,Beauty,Nykaa,742,30,519,5,False,4,Mumbai
ORD003906,C00777,2024-05-08,Accessories,Baggit,2954,30,2067,4,False,6,Hyderabad
ORD003907,C00335,2024-12-06,Women's Clothing,W,2742,40,1645,4,False,2,Jaipur
ORD003908,C01791,2022-09-22,Accessories,Fossil,2122,60,848,4,False,7,Chennai
ORD003909,C00790,2024-10-16,Sports & Fitness,Decathlon,3278,40,1966,4,False,6,Jaipur
ORD003910,C00893,2023-11-14,Men's Clothing,Roadster,4698,40,2818,4,False,7,Lucknow
ORD003911,C00213,2023-06-13,Kids,Marks & Spencer,794,70,238,5,False,2,Lucknow
ORD003912,C00390,2022-07-09,Men's Clothing,Jack & Jones,2144,40,1286,5,False,6,Hyderabad
ORD003913,C00686,2022-03-16,Accessories,Titan,2729,40,1637,4,False,2,Hyderabad
ORD003914,C00342,2024-11-11,Women's Clothing,AND,989,50,494,4,False,4,Kolkata
ORD003915,C00537,2022-10-25,Accessories,Fossil,2771,60,1108,5,False,5,Lucknow
ORD003916,C00852,2022-01-29,Beauty,Maybelline,282,40,169,5,False,3,Mumbai
ORD003917,C00812,2022-12-08,Footwear,Metro,7686,60,3074,4,False,5,Ahmedabad
ORD003918,C00290,2022-12-17,Women's Clothing,Vero Moda,2457,60,982,5,False,3,Bangalore
ORD003919,C01338,2023-12-08,Women's Clothing,Vero Moda,1910,50,955,3,False,3,Ahmedabad
ORD003920,C01299,2024-06-29,Women's Clothing,Vero Moda,1463,40,877,4,False,6,Bangalore
ORD003921,C01341,2024-08-27,Men's Clothing,H&M,3946,20,3156,3,False,3,Kolkata
ORD003922,C01534,2023-03-11,Kids,Mothercare,627,30,438,5,False,6,Chennai
ORD003923,C01279,2024-11-21,Sports & Fitness,Reebok,2681,40,1608,4,False,6,Kolkata
ORD003924,C01173,2022-01-07,Beauty,L'Oreal,1872,50,936,5,False,7,Delhi
ORD003925,C01005,2024-08-16,Accessories,Baggit,2272,40,1363,4,False,5,Delhi
ORD003926,C00313,2023-09-18,Sports & Fitness,Adidas,5845,40,3507,4,False,2,Bangalore
ORD003927,C01719,2024-10-20,Footwear,Metro,8969,30,6278,4,False,4,Jaipur
ORD003928,C01413,2022-05-28,Women's Clothing,W,4969,30,3478,4,True,5,Mumbai
ORD003929,C00389,2024-12-23,Men's Clothing,Jack & Jones,1686,40,1011,5,True,4,Mumbai
ORD003930,C00726,2024-04-27,Women's Clothing,Biba,2087,40,1252,5,False,6,Kolkata
ORD003931,C01618,2023-08-28,Men's Clothing,US Polo,3740,30,2618,5,False,5,Lucknow
ORD003932,C01304,2024-10-15,Women's Clothing,AND,1243,30,870,5,False,4,Chennai
ORD003933,C00850,2022-03-17,Footwear,Metro,7909,40,4745,4,False,5,Jaipur
ORD003934,C00355,2023-06-14,Women's Clothing,AND,1394,20,1115,5,False,6,Mumbai
ORD003935,C01091,2022-12-28,Sports & Fitness,Nike,1965,60,786,5,False,7,Kolkata
ORD003936,C00021,2023-04-22,Sports & Fitness,Decathlon,2469,50,1234,5,False,5,Chennai
ORD003937,C01197,2024-01-21,Women's Clothing,Aurelia,1339,60,535,4,False,5,Chennai
ORD003938,C01032,2024-12-22,Footwear,Metro,6945,50,3472,5,False,4,Bangalore
ORD003939,C00963,2023-06-12,Women's Clothing,Biba,4842,40,2905,5,False,5,Pune
ORD003940,C01799,2023-12-13,Kids,Hopscotch,953,40,571,5,False,3,Ahmedabad
ORD003941,C01255,2024-08-17,Footwear,Metro,1767,70,530,5,False,3,Lucknow
ORD003942,C01915,2024-10-11,Women's Clothing,W,3680,50,1840,4,True,2,Kolkata
ORD003943,C01231,2022-12-26,Men's Clothing,US Polo,773,60,309,4,False,2,Bangalore
ORD003944,C00335,2024-05-19,Footwear,Nike,8033,20,6426,5,False,2,Jaipur
ORD003945,C01209,2022-08-17,Women's Clothing,W,3607,60,1442,3,False,3,Chennai
ORD003946,C00559,2023-06-28,Men's Clothing,H&M,1699,30,1189,5,False,3,Chennai
ORD003947,C01494,2022-06-30,Men's Clothing,H&M,3831,20,3064,5,False,4,Bangalore
ORD003948,C00143,2022-05-10,Men's Clothing,US Polo,2623,30,1836,5,False,4,Bangalore
ORD003949,C00279,2023-10-25,Accessories,Fastrack,1384,20,1107,3,False,5,Hyderabad
ORD003950,C01659,2022-05-18,Beauty,MAC,2364,40,1418,4,False,2,Kolkata
ORD003951,C00016,2023-08-21,Women's Clothing,Aurelia,2511,60,1004,5,False,3,Ahmedabad
ORD003952,C01112,2024-11-17,Kids,H&M Kids,2079,20,1663,5,False,3,Ahmedabad
ORD003953,C01760,2024-02-14,Men's Clothing,H&M,3963,40,2377,3,False,7,Kolkata
ORD003954,C00046,2022-09-17,Women's Clothing,Biba,666,40,399,4,False,3,Kolkata
ORD003955,C01963,2023-06-29,Men's Clothing,Roadster,4649,70,1394,3,False,7,Bangalore
ORD003956,C01822,2024-10-07,Sports & Fitness,Decathlon,3295,10,2965,3,False,5,Jaipur
ORD003957,C00573,2024-04-28,Kids,Carter's,1898,60,759,5,False,4,Chennai
ORD003958,C01819,2024-06-11,Footwear,Metro,7621,60,3048,4,False,6,Pune
ORD003959,C00404,2022-03-10,Men's Clothing,H&M,1193,60,477,4,False,2,Delhi
ORD003960,C01709,2024-05-18,Men's Clothing,US Polo,1836,30,1285,1,False,5,Jaipur
ORD003961,C00893,2024-02-07,Women's Clothing,Biba,1935,50,967,4,False,7,Pune
ORD003962,C00148,2022-07-10,Men's Clothing,Zara,4150,40,2490,4,False,3,Bangalore
ORD003963,C01511,2024-04-13,Accessories,Titan,3072,40,1843,5,False,5,Lucknow
ORD003964,C01497,2024-05-10,Men's Clothing,H&M,3499,30,2449,3,False,2,Chennai
ORD003965,C01698,2024-08-21,Footwear,Nike,1270,20,1016,5,False,2,Jaipur
ORD003966,C01107,2022-08-24,Women's Clothing,Vero Moda,5994,40,3596,4,False,2,Delhi
ORD003967,C01062,2024-06-19,Men's Clothing,H&M,2177,20,1741,2,False,3,Bangalore
ORD003968,C01472,2023-07-25,Footwear,Bata,6997,10,6297,2,False,5,Hyderabad
ORD003969,C01797,2022-03-05,Kids,Hopscotch,692,50,346,3,False,2,Kolkata
ORD003970,C00612,2024-02-29,Women's Clothing,Aurelia,3199,30,2239,4,False,7,Ahmedabad
ORD003971,C00304,2023-06-15,Accessories,Baggit,3778,50,1889,4,False,3,Pune
ORD003972,C00081,2023-12-21,Men's Clothing,H&M,583,50,291,3,False,4,Ahmedabad
ORD003973,C01650,2023-08-04,Beauty,Lakme,1085,50,542,4,False,5,Kolkata
ORD003974,C01125,2022-05-25,Men's Clothing,US Polo,1110,40,666,3,False,7,Ahmedabad
ORD003975,C01637,2022-02-26,Kids,Hopscotch,2335,40,1401,4,False,4,Ahmedabad
ORD003976,C01522,2024-05-14,Women's Clothing,W,1291,50,645,4,False,5,Lucknow
ORD003977,C01235,2022-09-02,Men's Clothing,US Polo,1506,40,903,2,False,2,Hyderabad
ORD003978,C01257,2022-07-28,Accessories,Lavie,3408,50,1704,5,False,2,Bangalore
ORD003979,C01030,2023-06-08,Women's Clothing,Vero Moda,3003,30,2102,3,False,4,Kolkata
ORD003980,C01514,2022-07-18,Women's Clothing,Aurelia,4850,50,2425,4,True,7,Pune
ORD003981,C01493,2023-10-22,Beauty,Nykaa,444,50,222,2,False,6,Bangalore
ORD003982,C00990,2023-12-04,Men's Clothing,Zara,2642,60,1056,3,False,2,Mumbai
ORD003983,C00155,2024-08-19,Women's Clothing,Vero Moda,920,40,552,4,True,6,Kolkata
ORD003984,C00614,2022-04-03,Accessories,Fastrack,2617,30,1831,5,False,5,Mumbai
ORD003985,C00286,2024-06-14,Footwear,Puma,2781,40,1668,5,False,2,Pune
ORD003986,C00621,2024-11-13,Women's Clothing,Aurelia,4916,50,2458,5,False,3,Mumbai
ORD003987,C01466,2023-06-16,Men's Clothing,US Polo,4278,50,2139,4,False,5,Ahmedabad
ORD003988,C00361,2024-09-20,Beauty,Maybelline,1206,10,1085,3,False,5,Chennai
ORD003989,C01032,2022-08-13,Footwear,Bata,3530,20,2824,4,False,2,Chennai
ORD003990,C00636,2022-11-17,Men's Clothing,H&M,3932,40,2359,3,False,6,Ahmedabad
ORD003991,C00693,2022-10-01,Women's Clothing,W,3760,50,1880,5,False,4,Delhi
ORD003992,C00302,2024-06-24,Sports & Fitness,Adidas,622,40,373,4,False,2,Hyderabad
ORD003993,C01912,2024-08-19,Accessories,Fastrack,1758,60,703,5,False,3,Mumbai
ORD003994,C01692,2022-01-25,Women's Clothing,W,2823,50,1411,4,False,6,Bangalore
ORD003995,C00564,2024-03-31,Sports & Fitness,Puma,4988,40,2992,4,False,6,Ahmedabad
ORD003996,C01099,2022-10-01,Women's Clothing,W,5864,60,2345,4,False,2,Kolkata
ORD003997,C00409,2023-03-22,Men's Clothing,Zara,4749,40,2849,4,False,3,Lucknow
ORD003998,C00739,2024-02-02,Kids,H&M Kids,1742,50,871,4,True,7,Bangalore
ORD003999,C00346,2022-05-31,Men's Clothing,Roadster,1764,40,1058,4,False,3,Delhi
ORD004000,C01649,2022-03-12,Men's Clothing,Zara,4383,50,2191,5,False,6,Jaipur
ORD004001,C00823,2023-11-30,Beauty,MAC,1321,30,924,2,False,2,Pune
ORD004002,C00977,2024-01-12,Footwear,Adidas,2985,50,1492,4,False,6,Jaipur
ORD004003,C01160,2023-07-14,Footwear,Nike,5911,30,4137,2,False,5,Chennai
ORD004004,C01438,2023-09-21,Women's Clothing,AND,5427,40,3256,5,False,7,Delhi
ORD004005,C01223,2022-06-19,Accessories,Baggit,2593,40,1555,2,False,3,Delhi
ORD004006,C00533,2024-09-30,Men's Clothing,Roadster,688,30,481,5,False,7,Kolkata
ORD004007,C01618,2023-02-12,Women's Clothing,W,2891,70,867,4,False,2,Lucknow
ORD004008,C00475,2022-12-19,Women's Clothing,Vero Moda,5282,40,3169,5,True,7,Jaipur
ORD004009,C00522,2022-02-10,Accessories,Fastrack,2601,30,1820,4,False,6,Jaipur
ORD004010,C01654,2022-06-16,Women's Clothing,Aurelia,1522,40,913,5,False,6,Mumbai
ORD004011,C01653,2024-10-23,Accessories,Lavie,2673,40,1603,5,False,7,Jaipur
ORD004012,C00366,2024-05-07,Accessories,Titan,808,40,484,5,False,6,Delhi
ORD004013,C01468,2024-05-31,Women's Clothing,Aurelia,5195,60,2078,5,False,4,Ahmedabad
ORD004014,C01339,2024-03-10,Accessories,Lavie,359,70,107,4,False,4,Hyderabad
ORD004015,C01878,2024-08-20,Women's Clothing,Aurelia,1957,50,978,4,True,7,Lucknow
ORD004016,C01060,2023-02-06,Men's Clothing,Roadster,4741,60,1896,3,True,7,Chennai
ORD004017,C00546,2024-06-05,Women's Clothing,Aurelia,1036,40,621,4,False,5,Bangalore
ORD004018,C01742,2023-06-03,Women's Clothing,AND,1984,60,793,3,True,6,Kolkata
ORD004019,C01012,2022-08-12,Footwear,Bata,1882,40,1129,4,False,6,Kolkata
ORD004020,C00802,2023-11-03,Women's Clothing,Biba,1877,50,938,1,False,2,Jaipur
ORD004021,C01388,2024-11-28,Men's Clothing,US Polo,1858,30,1300,4,False,7,Ahmedabad
ORD004022,C00900,2022-08-11,Women's Clothing,W,3427,50,1713,5,False,3,Mumbai
ORD004023,C00451,2023-06-08,Accessories,Fossil,315,60,126,3,False,3,Delhi
ORD004024,C01446,2024-03-05,Kids,H&M Kids,357,50,178,5,True,7,Lucknow
ORD004025,C00028,2022-01-19,Footwear,Adidas,7183,40,4309,4,False,3,Bangalore
ORD004026,C01204,2024-03-20,Men's Clothing,H&M,2530,20,2024,3,False,4,Pune
ORD004027,C01753,2022-08-22,Footwear,Metro,1637,50,818,4,False,2,Jaipur
